lot,title,author,volumes,date_published,format_section,buyer,price
1042,"Long Traictee sopra la Grammatique, et Eloguence",,,,Fifth Day's Sale — Quarto,,
1043,"Le Dante, Petrarcha et Boccaccio, Figura",,,,1526,Fifth Day's Sale — Quarto,Mattley[?],
1044,"Lipsius de Gladiatorio et di Amphitheatro, cum figuris, s.",,,,1584,Fifth Day's Sale — Quarto,,
1045,Liston's Essay on Perfect Intonation,,,,1812,Fifth Day's Sale — Quarto,M'Manus[?],
1046,"Libi's (Lindcomb) Consort of Tune",,,,1590,Fifth Day's Sale — Quarto,Oylee,
1047,"Libi's (Don.) English, French, Spanish and German Nomenclature",,,,Fifth Day's Sale — Quarto,Peter[?],
1048,"Lesmonds (Vis.) Memoir of the Reign of James II",,,,1808,Fifth Day's Sale — Quarto,Gondy[?],
1049,York,,,,Fifth Day's Sale — Quarto,,
1050,"Lowth's (Bp.) Translation of Isaiah, MS. notes",Lowth (Bp.),,1778,Fifth Day's Sale — Quarto,Oylee,
1051,"Lucian's Works, by Francklin, 2 vol.",Lucian,2 vol.,1780,Fifth Day's Sale — Quarto,Priestley,
1052,by Francklin,,2 vol.,1780,Fifth Day's Sale — Quarto,,
1053,"Goodwin's History of the Reign of King Henry V, portrait",,,,1704,Fifth Day's Sale — Folio,White[?],
1131,"Gray's Poems, with Bentley's Designs",Gray,,1753,Sixth Day's Sale — Folio,,
1132,"Grew's Anatomy of Plants, LARGE PAPER, plates",Grew,,1682,Sixth Day's Sale — Folio,Simco[?],
1133,"Guicciardini Descrittione di tutti i Paesi Bassi, figura",,,,Anvers. 1588,Sixth Day's Sale — Folio,Cuthell,
1134,"Guicciardine's Aphorismes, Civil and Military",,,,1613,Sixth Day's Sale — Folio,Cuthell,2.5
1135,Habington's History of King Edward the Fourth,,,,1640,Sixth Day's Sale — Folio,Cormana[?],
1136,"Harrington's (Jas.) Oceana and other Works, with his Life by Toland",,,,Sixth Day's Sale — Folio,M'Kean[?],3.6
1137,"Harris's Collection of Voyages and Travels, 2 vol. pts.",Harris,2 vol.,1744,Sixth Day's Sale — Folio,Christie,
1138,"Herbert (Lord) of Cherbury's Life and Reign of King Henry VIII, portrait",,,,Sixth Day's Sale — Folio,Powell,14
1139,Herschel's Catalogue of Stars,Herschel,,1672,Sixth Day's Sale — Folio,Shess[?],11
1140,"Hevelii (Joh.) Selenographia, sive Lunae Descriptio, plates",,,,1798,Sixth Day's Sale — Folio,Ellis,7.6
1141,"Hickesii Linguarum Veterum Septentrionalium Thesaurus, 90/1 2 tom. Charl. Max. portrait and plates",,,Gedan. 1647,Sixth Day's Sale — Folio,Blunt,7
1142,"Hobbes' (Tho.) Leviathan",Hobbes (Tho.),,Oxon. 1703,Sixth Day's Sale — Folio,Cuthell,
1143,"Hofmanni (Jo. Jac.) Lexicon Universale, 4 tom.",Hofmanni (Jo. Jac.),4 vol.,1651,Sixth Day's Sale — Folio,Payne,4.8
1144,"Inett's Origines Anglicanae, or a History of the English Church",,,,Lug. Bat. 1698,Sixth Day's Sale — Folio,,
1145,"Isidori Originum Libri Viginti ex Antiquitate Eruti et Capella de Nuptiis Philologiae et Mercurii, in 1 vol.",,,,1704,Sixth Day's Sale — Folio,Christie,6.6
1146,"Johnson's (Dr. Sam.) English Dictionary, 2 vol.",Johnson (Dr. Sam.),2 vol.,Basil. 1577,Sixth Day's Sale — Folio,Smyth B[?],1.6
1147,"Jonson's (Benj.) Works, portrait",Jonson (Benj.),,1755,Sixth Day's Sale — Folio,Holdor[?],2
1148,"Josephus' Works, translated by J. Court, plates",,,,1640,Sixth Day's Sale — Folio,Rodds,15.6[?]
1149,"Junius (Fr.) de Pictura Veterum, MS. additions",Junius (Fr.),,1733,Sixth Day's Sale — Folio,Smith,1
1150,"Junii (Fr.) Etymologicum Anglicanum, portrait, Or.",Junii (Fr.),,1743,Sixth Day's Sale — Folio,Ogles,2.12
1151,,,,,Sixth Day's Sale — Folio,,
1152,"Juvenal, translated by Holyday",,,,ib. 1673,Sixth Day's Sale — Folio,Priestley,2.7
1153,"Mattei (Sterio) Opere, 13 tom.",Mattei (Sterio),13 vol.,"Napoli, 1779",Sixth Day's Sale — Octavo et Infra,Tiphook[?],5
1154,"May's New Review, 9 vol.",,9 vol.,"1783, 86",Sixth Day's Sale — Octavo et Infra,Leuthley[?],
1155,"Maubet, Histoire Politique du Siecle, depuis la Paix de Westphalie jusqu'a la derniere Paix d'Aix la Chapelle, 2 tom.",,2 vol.,1754,Sixth Day's Sale — Octavo et Infra,Delabivier[?],
1156,"Maupertuis (Mr. de) Oeuvres, 4 tom.",,4 vol.,1756,Sixth Day's Sale — Octavo et Infra,Ellis,6.6
1157,"Maxime de Tyr, Discours Philosophique, trad. par Formey",,,,1764,Sixth Day's Sale — Octavo et Infra,Helda[?],6
1158,Mazarin (Cardinal) Lettres,Mazarin (Cardinal),,1690,Sixth Day's Sale — Octavo et Infra,Delatinore[?],
1159,"Mazzinghi's History of London and Westminster, Eng. and French",Mazzinghi,,1703,Sixth Day's Sale — Octavo et Infra,Pearce,6.6
1160,"Meads (Rd.) Mechanical Account of Poisons",Meads (Rd.),,1747,Sixth Day's Sale — Octavo et Infra,Sheldon,
1161,Discourse concerning Pestilential Contagion,,,,1725,Sixth Day's Sale — Octavo et Infra,Byron,6
1162,"Medina, the Knowledge of",,,,1715,Sixth Day's Sale — Octavo et Infra,,
1163,"Melanges, 2 tom.",,2 vol.,,Sixth Day's Sale — Octavo et Infra,Pearce,
1164,"de Literature, d'Histoire et de Philosophie, 5 tom.",,5 vol.,1767,Sixth Day's Sale — Octavo et Infra,Cuthyle[?],
1165,"Melville (Sir Jas.) Memoirs, by Scott",Melville (Sir Jas.),,1735,Sixth Day's Sale — Octavo et Infra,Cuthell,4
1166,"Memoires Litteraires Contenant des Reflexions sur l'Origine des Nations, &c. &c.",,,,1760,Sixth Day's Sale — Octavo et Infra,Chalmor[?],
1167,"Menagiana, ou les Bon Mots, 4 tom.",,4 vol.,1762,Sixth Day's Sale — Octavo et Infra,Chalmor[?],
1168,Menestrier de la Chevalerie Ancienne et Moderne,,,,1683,Sixth Day's Sale — Octavo et Infra,,
1169,Menagio (Egidio) Mescolanzee,,,,Venet.,Sixth Day's Sale — Octavo et Infra,Camplurk[?],
1170,"Mercure de France, depuis Octre. 1755 jusqu'au Decre. 1777 (several wanting)",,,,1777,Sixth Day's Sale — Octavo et Infra,Delabivre[?],1.1
1171,"Litteraire et Politique, tom. 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, part in Nos. and part bound",,,,1804,Sixth Day's Sale — Octavo et Infra,Pearce,9.6
1172,"Memoria Italian, 12 Nos.",,,,1790,Sixth Day's Sale — Octavo et Infra,,
1173,"Memoire Trait Historiques des Traites relatifs au Magicienne Ancien",,,,Fifth Day's Sale — Octavo et Infra,Beveridge[?],
1174,"Metastasio Opere, varias odd volumes, different editions",Metastasio,,,Sixth Day's Sale — Octavo et Infra,Hall,
1175,"Lion, Poetique, 4 tom.",,4 vol.,1749,Sixth Day's Sale — Octavo et Infra,,
1176,"Leti, Works",,,,Fifth Day's Sale — Octavo et Infra,Pelfrey[?],
1177,"Lion, translated by Diox[?], 3 vol.",,3 vol.,1800,Sixth Day's Sale — Octavo et Infra,,
1178,"Mezaray's Abrege de l'Histoire de France, 4 tom.",,4 vol.,,Sixth Day's Sale — Octavo et Infra,Jephson[?],
1179,"Michaelis, or Old W[?] Merryn Magazine, 3 vol.",,3 vol.,,Sixth Day's Sale — Octavo et Infra,,
1180,Miller's History of England under Queen Anne,Miller,,,Sixth Day's Sale — Octavo et Infra,,
1181,Miller's Gardener's Dictionary,,,,Sixth Day's Sale — Octavo et Infra,,
1182,"Dictionary, 3 vol.",,3 vol.,,Sixth Day's Sale — Octavo et Infra,,
1183,Milton's Paradise Lost,Milton,,,Sixth Day's Sale — Octavo et Infra,,
1184,"Poems, by Warton, first edition",,,,Sixth Day's Sale — Octavo et Infra,,
1185,,,,,,Sixth Day's Sale — Octavo et Infra,,
1186,"Paradiso Perduta, da Mariottini, portrait",,,,1796,Sixth Day's Sale — Octavo et Infra,,
1187,"Francis Merope, Translations — Sentimental Original",,,,Fifth Day's Sale — Octavo et Infra,,
1188,"Poema Commedia — Dialoghi del Dottor L. Letters",,,,Fifth Day's Sale — Octavo et Infra,Tophook[?],
1189,Teatro alle Moda,,,,Fifth Day's Sale — Octavo et Infra,,
1190,"Misson's Voyage to Italy, 4 vol. plates",,4 vol.,"1714, 10, Reg.",Sixth Day's Sale — Octavo et Infra,Priestley,
1191,"Mirabeau's History[?]",,,,Fifth Day's Sale — Octavo et Infra,Kinsella[?],
1192,"Modeles de Lettres Secretes de la Cour de Berlin, 2 t.",,2 vol.,,Sixth Day's Sale — Octavo et Infra,,
1193,"Modeles Plastiques sur Differens Genres",,,,1795,Sixth Day's Sale — Octavo et Infra,,
1194,"Modeles, or Universal Biography, 2 v. portrait. Manners, or the Concert Cavalier",,2 vol.,"1723, and Novels",Sixth Day's Sale — Octavo et Infra,,
1195,"Bath Guide, and vol.",,,,1794,Sixth Day's Sale — Octavo et Infra,,
1196,"Molloy de Jure Maritimo et Navali",,,,1707,Sixth Day's Sale — Octavo et Infra,,
1197,"Monboddo on the Origin and Progress of Language, 6 vol.",Monboddo,6 vol.,,Sixth Day's Sale — Octavo et Infra,Child[?],6
1198,Monnet Theorie des Cometes,Monnet,,1774,Sixth Day's Sale — Octavo et Infra,,
1199,Histoire des Arts qui ont rapport au dessin,,,,Fifth Day's Sale — Octavo et Infra,Shawkes[?],
1200,"Monnet (Jean) Memoires, 2 tom. en 1",Monnet (Jean),2 vol. in 1,,Sixth Day's Sale — Octavo et Infra,Shawkes[?],
1201,"Mont's (Du) Voyage to the Levant, Plates",,,,Sixth Day's Sale — Octavo et Infra,,
1202,"Montague's (Lady M. Wortley) Letters, 4 vol. in 2",Montague (Lady M. Wortley),4 vol. in 2,,Sixth Day's Sale — Octavo et Infra,Humeley[?],
1203,"(Ed. W.) Rise and Fall of Antient Republics",,,,Sixth Day's Sale — Octavo et Infra,M'Goursley[?],2
1204,"MS. notes, &c.",,,,Sixth Day's Sale — Octavo et Infra,,
1205,"Montagu's (Mrs.) Essay on the Writings and Genius of Shakespeare",Montagu (Mrs.),,1769,Sixth Day's Sale — Octavo et Infra,,
1206,"Ex. Shakespeare, Aspin[?]",,,,1777,Sixth Day's Sale — Octavo et Infra,,
1207,"Montaigne's (Michael de) Essays, 3 vol.",Montaigne (Michael de),3 vol.,1700,Sixth Day's Sale — Octavo et Infra,Cuthell,4.6
1208,"Montaigne's (Michael de)",,,,1703,Sixth Day's Sale — Octavo et Infra,Burney,
1209,"Montain (Louis de) Lettres Provinciales",,,,1733,Sixth Day's Sale — Octavo et Infra,Mittleda[?],3
1210,"Montesquieu l'Esprit des Lois, 3 tom.",Montesquieu,3 vol.,Genev. 1749,Sixth Day's Sale — Octavo et Infra,Brashley,
1211,"sur les Causes de la Grandeur des Romains",,,,1734,Sixth Day's Sale — Octavo et Infra,Parliamond[?],
1212,"Montesquieu Lettres Persanes, 2 tom.",,2 vol.,1730,Sixth Day's Sale — Octavo et Infra,Williams,
1213,"Lettres Persanes, 2 tom. in 1",,,,1747,Sixth Day's Sale — Octavo et Infra,Dolce[?],
1214,"Persian Letters, by Ozell, 2 vol.",,2 vol.,1730,Sixth Day's Sale — Octavo et Infra,,
1215,"Miscellanies, Pieces",,,,Sixth Day's Sale — Octavo et Infra,Middletown[?],
1216,"Reflexions on the Rise and Fall of the Roman Empire",,,,Sixth Day's Sale — Octavo et Infra,,
1217,"Spirit of Laws, 2 vol.",,2 vol.,,Sixth Day's Sale — Octavo et Infra,Cuthell,
1218,"Moore, from the Commencement to 17... and to 30[?], with Ayscouge's Indexes to 1799, 115 vols.",Moore,115 vol.,,Sixth Day's Sale — Octavo et Infra,Priestley,
1219,"Mor's (Sir Tho.) read to a Literary Society at Glasgow",,,,Sixth Day's Sale — Octavo et Infra,,
1220,"More's (Sir Tho.) Commonwealth of Utopia",More (Sir Tho.),,1719,Sixth Day's Sale — Octavo et Infra,,
1221,"Morell (Andr.) Stricturannum Historia, 2 v.",Morell (Andr.),2 vol.,,Sixth Day's Sale — Octavo et Infra,Rope[?],
1222,"(T.) Life of Sir Thomas More, portrait",,,,1726,Sixth Day's Sale — Octavo et Infra,Belly[?],
1223,"Morus Amenita dell'Automata degli Aradi[?]",,,,1784,Sixth Day's Sale — Octavo et Infra,Fredin[?] ittm[?],
1224,"Morabin de Ropiss de l'Ecosse, Douvrier de France",,,,1784,Sixth Day's Sale — Octavo et Infra,,
1225,"More's (Honore de l'Observ.) 11 tom.",,11 vol.,1706,Sixth Day's Sale — Octavo et Infra,,
1226,"Murphy's Life of Garrick, 2 vol. plates",Murphy,2 vol.,1801,Sixth Day's Sale — Octavo et Infra,Cheere[?],
1227,Dr. Samuel Johnson,,,1792,Sixth Day's Sale — Octavo et Infra,,
1228,"Museums; or the Literary and Historical Register, 4 v.",,4 vol.,1746,Sixth Day's Sale — Octavo et Infra,,
1229,"Musgrave's (Sam.) Two Dissertations on Grecian Mythology",,,,1783,Sixth Day's Sale — Octavo et Infra,Simco,
1230,"ingr. &c. t. p.",,,,Fifth Day's Sale — Octavo et Infra,,
1231,"Mythographi Latini, ed. T. Munckero",,,,Amst. 1681,Sixth Day's Sale — Octavo et Infra,Brockley[?],
1232,"Nature Displayed, 4 vol. plates",,4 vol.,1740,Sixth Day's Sale — Octavo et Infra,,
1233,,,,,Sixth Day's Sale — Octavo et Infra,,
1234,"Navagero (And. de) Poesies, 2 tom.",,2 vol.,1754,Sixth Day's Sale — Octavo et Infra,Tophook,
1235,"Necker v l'Administration des Finances de la France",Necker,,1701,Sixth Day's Sale — Octavo et Infra,,
1236,,,,,Sixth Day's Sale — Octavo et Infra,,
1237,Necrologe des Hommes Celebres de France,,,,1785,Sixth Day's Sale — Octavo et Infra,Vener[?],
1238,"New Annual Register, from 1780 to 1797, 18 vol.",,18 vol.,1798,Sixth Day's Sale — Octavo et Infra,M'Priestley,1.18
1239,and 1760,,,,Sixth Day's Sale — Octavo et Infra,,
1240,"New Foundling Hospital for Wit, 6 vol.",,6 vol.,1784,Sixth Day's Sale — Octavo et Infra,Poulgrena[?],
1241,Nichols Biographical Anecdotes of Hogarth,Nichols,,1781,Sixth Day's Sale — Octavo et Infra,Cuthell,
1242,Nimtz's View of Professor Kant's Principles,,,,1796,Sixth Day's Sale — Octavo et Infra,Walley[?],
1243,"Norden's Travels in Egypt and Nubia, plates",Norden,,1757,Sixth Day's Sale — Octavo et Infra,Cuthell,
1244,"Northumberland's (Earl of) Household Book; at his Castles of Wresill and Lekinfield, fine copy",,,,1770,Sixth Day's Sale — Octavo et Infra,Chreste[?],
1245,"Nort's Bampton Lecture Sermons, with MS. Opinions thereon, extra",,,,1803,Sixth Day's Sale — Octavo et Infra,Cuthell,
1246,"Nugent's Grand Tour, 4 vol.",Nugent,4 vol.,1756,Sixth Day's Sale — Octavo et Infra,Golden[?],
1247,Oeuvres l'Philosophie de Sans Soucci,,,,1703,Sixth Day's Sale — Octavo et Infra,Filice[?],
1248,"Oldys's British Librarian; or an Abstract of our most scarce and good valuable Books",Oldys,,,,Sixth Day's Sale — Octavo et Infra,Moyart[?],3
1249,"Olifaunte (N.) Traite des Estropiques[?]",,,,1700,Sixth Day's Sale — Octavo et Infra,,
1250,"Olao Magno, Suecia de Gentium Populi Septent.",,,,1601,Sixth Day's Sale — Octavo et Infra,Cuthell,3.6
1251,"Greves per M. Romigs[?]",,,,1607,Sixth Day's Sale — Octavo et Infra,,
1252,"D'Olivera's (Cliev.) Memoires Historiques de Portugal, 2 tom.",,2 vol.,,Sixth Day's Sale — Octavo et Infra,Boone,
1253,"Opera, Italiane, 3 tom.",,3 vol.,,Sixth Day's Sale — Octavo et Infra,,
1254,"Orrery's Remarks on the Life and Writings of Swift",,,,1752,Sixth Day's Sale — Octavo et Infra,Chasee[?],2
1255,,,,,,Sixth Day's Sale — Octavo et Infra,,
1256,"Orme's Historical Fragments of the Mogul Empire, maps",,,,1782,Sixth Day's Sale — Octavo et Infra,Cuthell,
1257,"Orphans, Gr. et Lat. Gesneri",,,,1784,Sixth Day's Sale — Octavo et Infra,,
1258,"Origin of Printing, and Supplement",,,"1774-81, 86",Sixth Day's Sale — Octavo et Infra,Gold,
1259,and Progress of Dissection,,,,Sixth Day's Sale — Octavo et Infra,,
1260,Original Thought of the Primitive Church,,,,Sixth Day's Sale — Octavo et Infra,Pearce[?],
1261,Origines des Premieres Societes des Peuples des Sciences,,,,Sixth Day's Sale — Octavo et Infra,Chalmers,
1262,"Osbeck's Voyage to China and the East Indies, 2 vol.",Osbeck,2 vol.,1771,Sixth Day's Sale — Octavo et Infra,Eckerson[?],
1263,"Osborne (Fr.) Works",Osborne (Fr.),,1689,Sixth Day's Sale — Octavo et Infra,,
1264,"Ossian Poesie, trasportate in Verso Italiano, del Melchiore Cesarotti, 2 tom.",,2 vol.,,Sixth Day's Sale — Octavo et Infra,,
1265,"Other Side of the Question; or an Attempt to rescue the Characters of Q. Mary and Q. Anne",,,,1742,Sixth Day's Sale — Octavo et Infra,Cuthell,
1266,Character of Q. Mary and Q. Anne,,,,Sixth Day's Sale — Octavo et Infra,Cuthell,
1267,"Otway's (Mr. Thos.) Works, 3 vol.",Otway (Mr. Thos.),3 vol.,1742,Sixth Day's Sale — Octavo et Infra,Cuthell,6
1268,"Ovidius, Lat. et Fr. trad. par Martigues, 3 tom.",,3 vol.,1697,Sixth Day's Sale — Octavo et Infra,Cuthell,
1269,"Ovide Oeuvres Galantes et Amoureuses, 2 tom en 1",,2 vol. in 1,,Sixth Day's Sale — Octavo et Infra,,
1270,"Ovid's Metamorphoses, with his Amours, plates",,,,Sixth Day's Sale — Octavo et Infra,,
1271,"Metamorphoses, by Garth, 2 vol.",,2 vol.,,Sixth Day's Sale — Octavo et Infra,Charles,
1272,"Art of Love, plates",,,,Sixth Day's Sale — Octavo et Infra,,
1273,"Fasti, translated by Wm. Massey",,,,1710,Sixth Day's Sale — Octavo et Infra,Charles,
1274,"Padova, Descrizione delle Pitture, Sculture et Architetture di",,,,Sixth Day's Sale — Octavo et Infra,Pearce,
1275,"Page's (Mons. de) Travels Round the World in 1767, 8v., 70, 71, 2 vol.",Page (Mons. de),2 vol.,,Sixth Day's Sale — Octavo et Infra,Colman M[?],
1276,"Pains Esprit, Description des Tableaux du",,,,1727,Sixth Day's Sale — Octavo et Infra,,
1277,"Palayo (Curio de St.) Memoires sur l'Ancienne Chevalerie, 2 tom.",,2 vol.,1759,Sixth Day's Sale — Octavo et Infra,Boond[?],6
1278,,,,,1730,Sixth Day's Sale — Octavo et Infra,Spon[?],
1279,"(St.) Histoire Literaire des Troubadours, 3 t.",,3 vol.,1774,Sixth Day's Sale — Octavo et Infra,Sproden[?],9.6
1280,Palladio de Teatro Olympico,Palladio,,1733,Sixth Day's Sale — Octavo et Infra,,
1281,"Palmer's English, Scotch, and Foreign Proverbs",Palmer,,1710,Sixth Day's Sale — Octavo et Infra,Bob[?],
1282,"Palmieri (Matt.) della Vita Civile",Palmieri (Matt.),,Firenz.,Sixth Day's Sale — Octavo et Infra,Chrysle[?],
1283,"(P. A.) Origine e progressi della Stampa dall Anno 1457 sino, all'Anno 1500",,,,Basil. 1723,Sixth Day's Sale — Octavo et Infra,Tophook,5.6
1284,"Pamphlets (various) 14 vol. half bound, uniform",,14 vol.,,Sixth Day's Sale — Octavo et Infra,Cuthell,3.6[?]
1285,"Pancirole's History of many Memorable Things Lost, 2 v.",,2 vol.,,Sixth Day's Sale — Octavo et Infra,Berliandman[?],
1286,"3 tom.",,3 vol.,1718,Sixth Day's Sale — Octavo et Infra,,
1287,"2 tom., 3 Feh.",,2 vol.,1800,Sixth Day's Sale — Octavo et Infra,Schiltons[?],2.6
1288,"d'Expo[?] Dipole[?]",,,,Flug.,Sixth Day's Sale — Octavo et Infra,Waroser[?],6
1289,History of Hungary[?],,,,Sixth Day's Sale — Octavo et Infra,,
1290,"Parnell's (Thos.) Poems and Letters, 2 vol. t. p.",,2 vol.,1743,Sixth Day's Sale — Octavo et Infra,,
1291,"Parr's (Dr.) Life and Letters, 2 vol. t. p.",,2 vol.,1743,Sixth Day's Sale — Octavo et Infra,Christie,
1292,Parson's for the Religion,,,,1743,Sixth Day's Sale — Octavo et Infra,,
1293,"Percy's (Bp.) Reliques of English and Wales",,,,1757,Sixth Day's Sale — Octavo et Infra,Dellitivant,
1294,"Perrot Tablettes de Paris, 2 tom.",,2 vol.,1793,Sixth Day's Sale — Octavo et Infra,Shotthoeler[?],
1295,"Petits Pedans, from 1793 to 1803, 55, plates (Amerique, Y. 100 to 210)",,,,1807,Sixth Day's Sale — Octavo et Infra,,1.6
1296,"Petit Pomme Pratique des Anciens et des Modernes",,,,Sixth Day's Sale — Octavo et Infra,,
1297,"Percy (Thos.) Key to the New Testament",Percy (Thos.),,1773,Sixth Day's Sale — Octavo et Infra,,
1298,"Lucretius, translated by Dr. Busby, 2 v. large paper",,2 vol.,1813,Sixth Day's Sale — Quarto,Smolly[?],5
1299,"Lumsden's (And.) Remarks on the Antiquities of Rome",Lumsden (And.),,1797,Sixth Day's Sale — Quarto,Cuthell,5
1300,"Lysias and Isocrates, translated by Gillies",,,,1778,Sixth Day's Sale — Quarto,Priestley,6
1301,,,,1808,Sixth Day's Sale — Quarto,,
1302,"Macartney's (Earl of) Embassy to China, by Sir G. Staunton, 2 vol. with an Atlas folio volume of plates, fine copy",Macartney (Earl of),2 vol.,1807,Sixth Day's Sale — Quarto,Bossie[?],
1303,"Life, by Barrow, 2 vol. port.",,,1807,Sixth Day's Sale — Quarto,,
1304,"Machiavel's (Nicholas) Works, by Farnsworth, 2 vol.",Machiavel (Nicholas),2 vol.,1708,Sixth Day's Sale — Quarto,Cuthell,3.14.6[?]
1305,"Macklin's Man of the World, portrait",Macklin,,Sixth Day's Sale — Quarto,,
1306,Maclauren's Account of Sir Isaac Newton's Philosophical Discoveries,,,,1748,Sixth Day's Sale — Quarto,Ellis,4
1307,"Madox's (Thos.) History and Antiquities of the Exchequer, 2 vol. t. r. MS additions",Madox (Thos.),2 vol.,1769,Sixth Day's Sale — Quarto,,3.9
1308,"Maffei (Scip.) Istoria Diplomatica che serve d'Introduzione all'Arta Critica",Maffei (Scip.),,Mant. 1727,Sixth Day's Sale — Quarto,Pearce,
1309,"Magna Britannia — the Part containing London and Middlesex",,,,1720,Sixth Day's Sale — Quarto,Pearce,6.6
1310,"Maillet, Description de l'Egypte, par Mascrier, cartes et figures",,,,1735,Sixth Day's Sale — Quarto,Cuthell,10.6
1311,"Maire and Boscovich, Voyage Astronomique et Geographique, dans l'Etat de l'Eglise, planches",,,,1770,Sixth Day's Sale — Quarto,Cuthell,4.6
1312,"Manni Illustrazione Istorica del Decamerone di Boccaccio, No1. 79 Braisci[?] cop.",,,,Firenz. 1742,Sixth Day's Sale — Quarto,Tophook,10
1313,"Marinelli Istoria d'Inghilterra, tom.",,,,1770,Sixth Day's Sale — Quarto,Sheldon,1
1314,"Martin's (Jos.) New Epigrames, and a Satire in Verse",,,,Sixth Day's Sale — Quarto,,
1315,"Martyr's (Peter) History of the West Indies",Martyr (Peter),,1612,Sixth Day's Sale — Quarto,Hodgson[?],3.6
1316,"Maaseries of Money, a Poem, by A[?] Ingleand",,,,Sixth Day's Sale — Quarto,Burtley[?],
1317,"Maurice's (Thos.) a Short History of Literature, 2 vol. in 1",,2 vol. in 1,,Sixth Day's Sale — Quarto,Nesselly[?],
1318,"Meibom, Jerold.",,,,Sixth Day's Sale — Quarto,,6
1319,"Meursius (Thos. Hall,) 3 vols by M. Bernshire",,,1769,Sixth Day's Sale — Quarto,,
1320,"Merick's Italians, verse into English Verse",,,,1795,Sixth Day's Sale — Quarto,,
1321,"Miscellanea (Distrsi) 60 Oei Espanol, Compositions",,,,Sixth Day's Sale — Quarto,,6
1322,Middleton's (Conyers) Miscellaneous Tracts,Middleton (Conyers),,1741,Sixth Day's Sale — Quarto,,
1323,Life of Cicero,,3 vol.,Lond. 1741,Sixth Day's Sale — Quarto,Gossset[?],
1324,"Miscellaneous Works, 4 vol. Portrait, t. r. MS. Notes",,,1752,Sixth Day's Sale — Quarto,,
1325,"A Free Inquiry into the Miraculous Powers which are supposed to have subsisted in the Christian Church",,,,1747,Sixth Day's Sale — Quarto,Leech,
1326,"Miller's Observations concerning the Distinction of Ranks in Society",,,,Sixth Day's Sale — Quarto,,
1327,"Miscellaneous Poems, 3 vol.",,3 vol.,"1778, 83",Sixth Day's Sale — Quarto,,
1328,"Montucla (J. C.) Histoire des Mathematiques, 2 tom.",Montucla (J.C.),2 vol.,,Sixth Day's Sale — Quarto,Rods[?],
1329,"Morgan's Phoenix Britannicus; being a Miscellaneous Collection of Scarce and Curious Tracts",,,,Sixth Day's Sale — Quarto,Davis,
1330,"Morritt's (J. B. S.) Vindication of Homer",Morritt (J.B.S.),,1798,Sixth Day's Sale — Quarto,Crossley[?],
1331,"Muratori (L. A.) della Perfetta Poesia Italiana, 2 tom.",Muratori (L.A.),2 vol.,,Sixth Day's Sale — Quarto,,
1332,"Dissertazioni sopra le Antichita Italiane, 3 tom.",,3 vol.,,Sixth Day's Sale — Quarto,Priestley,
1333,"Mumenta Italicum, seu Collectio Veterum Scriptorum, Bibliotheca Italica, 2 tom.",,2 vol.,Par. 1692,Sixth Day's Sale — Quarto,Bintelle[?],4.6
1334,Neri Arte Vetraria,Neri,,,Firenz. 1612,Sixth Day's Sale — Quarto,Mortham[?],
1335,"Newton's (Sir I.) Chronology abridged",Newton (Sir I.),,,,Sixth Day's Sale — Quarto,,6
1336,"del. t. r., of Ancient Kingdoms",,,,1728,Sixth Day's Sale — Quarto,M'Davis,
1337,,,,,,Sixth Day's Sale — Quarto,,
1338,del MS. Additions,,,,1729,Sixth Day's Sale — Quarto,,
1339,"Opticks, plates",,,,1729,Sixth Day's Sale — Quarto,Davis,
1340,"Niebuhr (Car.) Voyage et Description de l'Arabie, 4 tom. en 3, cartes et planches",Niebuhr (Car.),4 vol. in 3,1776,Sixth Day's Sale — Quarto,Boone,
1341,"Noris's (Gr.F.) Description of Middlesex and Hertfordshire, maps",,,,Sixth Day's Sale — Quarto,Charles,10
1342,Oda Italiana Varia,,,,1723,Sixth Day's Sale — Quarto,Priestley,1.1
1343,"Orland's (Earl of) Works, 5 vol. plates, fine impressions",Orland (Earl of),5 vol.,1798,Sixth Day's Sale — Quarto,Hodgson,5.7.6
1344,"Orlandi (Fil. Ant.) Abecedario Pittorico",Orlandi (Fil. Ant.),,Nap. 1763,Sixth Day's Sale — Quarto,Cothlit [?],
1345,"(P.A.) Origine e progressi della Stampa dall Anno",,,,Basil. 1723,Sixth Day's Sale — Quarto,Tophook,5.6
1346,Orphei Organatica Gr. et Lat.,,,,Bal. 1523,Sixth Day's Sale — Quarto,Cuthell,3.6[?]
1358,"Ossian's Poems and other Poems, translated by Macpherson",,,,Sixth Day's Sale — Octavo et Infra,Smith,0/6/0
1359,"Ovid, Metamorphoses, de Marolles",,,1660,Sixth Day's Sale — Octavo et Infra,Harding [?],0/5/0
1360,"Orlandi, History of Printing",,,,Sixth Day's Sale — Octavo et Infra,[?],[?]
1361,"Park's (Mungo) Travels in Africa, first Edition, 4to",,,1799,Sixth Day's Sale — Octavo et Infra,Smith,2/10/0
1362,"Parr (S.) of the plates",,,,Sixth Day's Sale — Octavo et Infra,[?],[?]
1363,Patrick's Parable of the Pilgrim,,,1698,Sixth Day's Sale — Octavo et Infra,[?],[?]
