date,direction,correspondent,repository,first_line
[c Nov 1806],to,Mrs Crewe,Osb,[?] I hope [?],CB
[c Dec],from,Thomas Twining,Osb,[?] Compy,CB
[c 1803],to,Fanny Burney,Osb,[?] 1 p bro,CB
[c 1803],from,Mrs Crewe,Osb,[?] Str. Earl of Guilford [?],CB
[c 1803],to,Mr Fox,Osb,[?],CB
[c 1803],from,Thomas Twining,Osb,[?] draft 2 p bro,CB
14 Jan [1803],to,Fanny Burney,Osb,[?],CB
[c Feb],from,Thomas Twining,Osb,[?],CB
[c Apr],to,Fanny Burney,Osb,[?] 4 p bro,CB
28 Aug [1803],from,Thomas Twining,Osb,[?] Compy to yr Fox,CB
[c Sep],to,Mrs Crewe,Osb,[?] draft [?],CB
[c Oct 1803],from,Thomas Twining,Osb,[?],CB
[Nov 1803],to,Fanny Burney,Osb,[?] 3 p bro Compy,CB
5 Nov [1803],from,Thomas Twining,Osb,[?] 3 p bro [?],CB
23 Nov,from,Thomas Twining,Osb,[?],CB
[c Dec],to,Mrs Crewe,Osb,[?] Str[?] [?],CB
[c 1803],from,Mrs Crewe,Osb,[?] her ingredients,CB
[c 1803],from,Thomas Twining,Osb,[?] 3 p bro,CB
[1803 continued],from,Thomas Twining,Osb,[?],CB
[c 1804],to,Fanny Burney,Osb,[?] 2 p 4to,CB
14 Jan [1804],to,Fanny Burney,Osb,[?] 1 p bro [?],CB
[c Feb 1804],from,Thomas Twining,Osb,[?],CB
[c Mar],to,Mrs Crewe,Osb,[?] 2 p bro,CB
[c Apr 1804],from,Thomas Twining,Osb,[?],CB
29 Jun [1804],from,Thomas Twining,Osb,[?] draft [?] appeared to be [?],CB
[c Jul],to,Fanny Burney,Osb,[?] 1 p bro,CB
[c Aug 1804],from,Thomas Twining,Osb,[?],CB
13 Oct,to,Fanny Burney,Osb,[?],CB
[c Nov 1804],from,Thomas Twining,Osb,[?],CB
20 Nov,from,Thomas Twining,Osb,[?] wished [?],CB
[c Dec],to,Mrs Crewe,Osb,[?] Compy [?] an [?],CB
[c 1804],from,William Bewley,Osb,[?] 1 p 4to,CB
[post 1804],from,Thomas Twining,Osb,[?] 1 p 4to,CB
[c 1805],to,Fanny Burney,Osb,[?] [?] Wriggle[?],CB
[c Feb 1805],from,Thomas Twining,Osb,[?] 1 p do,CB
[c Mar],to,Mrs Crewe,Osb,[?] draft [?] yr poor [?] hand,CB
25 Mar [1805],from,Thomas Twining,Osb,[?],CB
[c Apr],from,William Bewley,Osb,[?] Coke [?] look at a newspaper for,CB
12 May,to,Fanny Burney,Osb,[?],CB
[c Jun],from,Thomas Twining,Osb,[?] Charles [?] I call [?],CB
20 Jul,to,Fanny Burney,Osb,[?],CB
[c Aug 1805],from,Thomas Twining,Osb,[?],CB
[c Sep],from,William Bewley,Osb,[?] KJ,CB
[c Oct],from,Thomas Twining,Osb,[?] 1 p do,CB
10 Mar [1806],to,Fanny Burney,Osb,[?] Compy,CB
[1805],to,Mrs Crewe,BM,[?],CB
28 Mar [1806],from,Thomas Twining,Osb,[?],CB
[c 1806],from,Thomas Twining,NYPL(B),[?] Cutter[?] [?],CB
[c May],to,Fanny Burney,Osb,[?] Compy,CB
[c Jun 1806],from,Thomas Twining,Osb,[?],CB
8 May,from,Thomas Twining,Osb,[?] I long for [?] Daughter's health [?],CB
30 Aug [1806],from,Thomas Twining,Osb,[?],CB
[c Sep],to,Mrs Crewe,Osb,[?],CB
[c Oct 1806],from,Thomas Twining,Osb,[?] Compy,CB
25 Oct,from,Thomas Twining,Osb,[?] pnk 1805 [?],CB
[c Dec 1806],from,Thomas Twining,Osb,[?],CB
[c Jan 1806],to,Fanny Burney,Osb,[?],CB
[c Feb],from,Thomas Twining,Osb,[?] draft [?],CB
17 Feb [1806],to,Mrs Crewe,Osb,[?],CB
[1806-08],from,Thomas Twining,Osb,[?],CB
[c Mar],to,Fanny Burney,Osb,[?],CB
[c Apr 1806],from,Thomas Twining,Osb,[?] it makes [?] to [?],CB
[c May],from,William Bewley,Osb,[?] I please [?] of being [?],CB
[c Jun],from,Thomas Twining,Osb,[?] Compy,CB
[c Jul 1806],to,Fanny Burney,Osb,[?],CB
[c Aug],from,Thomas Twining,Osb,[?] Oxf(Bod),CB
[c Sep],from,Thomas Twining,Osb,[?] Compy Oxf(Bod),CB
[c Oct 1806],to,Mrs Crewe,Osb,[?],CB
15 Oct,from,Thomas Twining,Osb,[?],CB
[c Dec 1806],to,Fanny Burney,Osb,[?],CB
12 Dec,from,Thomas Twining,Osb,[?] [?] the night [?] understanding of [?],CB
[c Jan 1807],to,Fanny Burney,Osb,[?] draft [?] some tower [?],CB
17 Jan [1807],from,Thomas Twining,Osb,[?] Lady [?] Court,CB
[c Feb],from,Thomas Twining,Osb,[?] Compy Oxf(Bod),CB
[c Mar 1807],to,Mrs Crewe,Osb,[?],CB
[c Apr],from,Thomas Twining,Osb,[?] draft [?] 1 p bro,CB
13 Jun [1807],to,Fanny Burney,Osb,[?],CB
[c Jul],from,Thomas Twining,Osb,[?] I have [?] the night [?] house got,CB
[c Aug 1807],from,Thomas Twining,Osb,[?],CB
[c Sep],to,Mrs Crewe,Osb,[?] 1 p [?] Conip[?],CB
[c Nov 1807],to,Fanny Burney,Osb,[?] draft [?] Cul(B),CB
[Dec 1807],from,Thomas Twining,Osb,[?],CB
[1807 continued],to,Mrs Crewe,Osb,[?],CB
[c 1807],from,Thomas Twining,Osb,[?] 3 p 4to,CB
7 Jul [1807],from,Charles Burney [CB Jr],Osb,[?] draft [?] 1st Lord [?] reading,CB
28 Jul [1807],to,Fanny Burney,Osb,[?] Pryce,CB
[c Sep 1807],from,Charles Haines [?],Osb,[?],CB
[1807],from,Thomas Twining,Osb,[?] Charlotte [?] Burney & [?] Broome,CB
[c Oct],to,Fanny Burney,Osb,[?],CB
30 Nov [1807],from,Thomas Twining,Osb,[?] Ob [?],CB
[c 1807],from,Thomas Twining,Osb,[?] draft 1 p bro [?],CB
[c 1807],from,[?] Parsons [Phillips?],Osb,[?] from Parsons [?],CB
20 Jun [1807],from,Thomas Twining,Osb,[?],CB
[c 1807],to,Fanny Burney,Osb,[?] Pr[?] College [?] Bap[?] to [?] Broome,CB
[c Sep 1807],to,Mrs Crewe,Osb,[?] Make [?] Compy [?],CB
15 Nov [1807],from,Thomas Twining,Osb,[?] the [?] Lord[?],CB
[c Dec],from,William Bewley,Osb,[?],CB
[c 1807],to,Fanny Burney,Osb,[?] 5 p 4to,CB
[1807 continued],to,Fanny Burney,Osb,[?] 2 p bro,CB
[c 1807],from,Thomas Twining,Osb,[?] CB [?] Jr,CB
[c 1807],to,Mrs Crewe,Osb,[?],CB
[c 1807],from,Thomas Twining,Osb,[?] Folger,CB
[1807 continued],to,Fanny Burney,Osb,[?],CB
[c 1807],from,Thomas Twining,NYPL(B),[?],CB
[c 1807],from,[?] Hanmer,Osb,[?] draft [?] of [?],CB
[1807],from,Thomas Twining,Osb,[?],CB
[c 1807],to,Fanny Burney,Osb,[?] 3 p 4to [?] Oxf(Bod),CB
[c 1807],from,Thomas Twining,Osb,[?],CB
[c 1807],to,Mrs Crewe,NYPL(B),[?] Compy,CB
"6 May",to,EBB,Osb,I have [?] his last respects to Lady
"17 May",to,Charlotte Harriet,Osb,[?]
"15 July",to,Charlotte Harriet,Osb,[?]
"1 Aug",to,Charlotte Harriet,Osb,[?] of another set of [?] men to see
"4 Nov",to,EBB,Osb,[?]
"23 Feb",to,CB Jr,Osb,"Your [?] is [?] Flourishing"
"25 Feb",to,CB Jr,Osb,"Mr [?] has his last respects to Lady"
"10 Mar [1808]",to,Charlotte Harriet,Osb,"I think from the taste of persons who was"
"11 Mar [1808]",to,CB Jr,Osb,"Man this 11th Earl of Swinton"
"[post 22 Mar 1808]",from,CB Jr,Osb,[?]
"4 Apr",to,Charlotte Harriet,"Osb (Bod)",[?]
"1 [?]",to,Charlotte Harriet,Osb,[?]
"10 [?] [1808]",to,CB Jr,"Osb (Bod)",[?] Lookridge had to his [?]
"17 Feb [1808]",to,CB Jr,Osb,"We go to Norbury Park on Friday for the [?]"
"25 Feb",to,CB Jr,Osb,[?] people to have [?]
"[?] Feb [1808]",to,CB Jr,"NYPL(B)","[?] for asking my"
"13 June [1808]",to,CB Jr,Osb,[?] to his house
"16 [?]",to,CB Jr,Osb,[?]
"[25-28 May 1808]",to,Charlotte Harriet,Osb,"[?] depends upon whatever [?] of my"
"25 May [1808]",to,CB Jr,Osb,[?]
"30 May",to,CB Jr,"Osb (Bod)","to rest your mind"
"[?] June [1808]",to,CB Jr,Osb,[?]
"14 July [1808]",to,CB Jr,Osb,[?] all in [?]
"[?]",to,Charlotte Harriet,Osb,"[?] your advice"
"25 Feb",to,CB Jr,Osb,[?]
"9 Mar",to,Charlotte Harriet,Osb,[?]
"30 May [1808]",to,Charlotte Harriet,Osb,[?] at [?]
"[?]",to,Charlotte Harriet,Osb,[?]
"[Late] 1808",to,Charlotte Harriet,Osb,"I remember [?] making is working at such"
"30 June [1808]",to,Charlotte Harriet,Osb,[?]
"[post] 1808",to,Charlotte Harriet,Osb,[?]
"9 Mar [1809]",to,Charlotte Harriet,Osb,[?] is [?] a [?] going up
"5 May [1809]",to,Charlotte Harriet,Osb,[?]
"2 May [1809]",to,Charlotte Harriet,Osb,[?]
"2 July [post 1809]",to,Charlotte Harriet,"NYPL(B)","[?] quite forgot poor distance in [?] differ,"
"15 Mar [1809]",to,Charlotte Harriet,Osb,[?]
"1 Nov",to,Charlotte Harriet,Osb,[?]
"9 Mar [post] [1808]",to,Charlotte Harriet,Osb,[?]
"5 May [1809]",to,CB Jr,Osb,[?]
"2 July [?]",to,Charlotte Harriet,Osb,"I quite forgot poor distance [?] to differ,"
"[1808]",to,Charlotte Harriet,Osb,"burney boys have been [?] [?] the [?]"
"[1809]",to,Charlotte Harriet,Osb,[?]
"6 Feb [1809]",to,Charlotte Harriet,PML,[?]
"3 [?] July [1809]",to,Charlotte Harriet,Osb,[?]
"[30 June 1808]",to,Charlotte Harriet,Osb,[?]
"1 Nov",to,Charlotte Harriet,Osb,"I remember Charlotte's making is working at such"
"15 May",to,Charlotte Harriet,Osb,"[?] poor distance is so differ,"
"9 Apr",to,CB Jr,Osb,"I was sorry to [?] of resignation on [?]"
"16 Mar [1808]",to,CB Jr,Osb,"Man Hs Earl of Swinton"
"[post 22 Mar 1808]",to,CB Jr,Osb,[?]
"4 Apr [1808]",to,CB Jr,Osb,"[?] the Earl of Swinton"
"[post 1808]",to,CB Jr,Osb,"[?] Lookridge had [?]"
"17 Feb [1808]",to,CB Jr,Osb,"to Norbury Park"
"25 Feb",to,CB Jr,Osb,"people to have the [?] to [?]"
"[?]",to,CB Jr,"NYPL(B)","[?] asking my"
"13 June [1808]",to,CB Jr,Osb,"[?] to his house"
"[28 May 1808]",to,Charlotte Harriet,Osb,"[?] depends upon it was"
[1784],to,CB,Osb,I have long wished
[1784],from,CB,Osb,You are very good
[1786],to,Rosette (Rose) Burney,Osb,I am very sorry
[1786],from,Rosette (Rose) Burney,Osb,You will be surprised
[c 1786],to,CB,Osb,I take the opportunity
[1787],to,CB,Osb,I cannot express
1 Jan [1790],to,CB,Osb,I wish you many happy returns
8 Jan [1790],from,CB,Osb,Your very kind Letter
[Jan 1790],to,SEB,Osb,I have been so long wanting to write
3 Feb [1790],from,CB,Osb,Your welcome Letter of the
9 Feb [1790],to,CB,Osb,I am very much obliged to you for your
[Feb 1790],to,CB,RM,I am sorry to tell you that
[1790],to,CB,Osb,You will have heard from
[1790],from,CB,Osb,I am very glad to hear
1 Jan [1799],to,CB,Osb,As I have nothing else
[Jan 1799],from,CB,Osb,I give you many thanks for
18 Feb [1799],to,CB,Osb,The unaccountable [?] silence
1 Mar [1799],from,CB,Osb,Your Letter made me very uneasy
3 Apr [1799],to,CB,Osb,I have your kind Letter
[Apr 1799],from,CB,Osb,I had the pleasure of
[1799],to,CB,Osb,I think it long since I heard
[1799],from,CB,Osb,I shall be very happy to see
5 S [1799],to,CB,Osb,I have so much to say
[1799],to,CB,Osb,I am very glad
12 Mar,to,CB,Folger,I have not yet been able
13 May [1799],from,FBA,Osb,I could not write to my dearest Hetty Romana [?]
24 May,to,CB,Osb,Your last favour came safe
[May 1799],to,CB,Osb,I hope you received my Letter
1 Jul [1799],to,CB,Osb,I shall be very glad
24 Jul [1799],from,CB,Osb,Magnol [?] at Street [?] Worker [?]
[Jul 1799],to,CB,Osb,It is long since I had the pleasure
29 May,from,CB,Osb,Make haste and come
10 Nov,to,CB,Osb,I have lately
15 Apr,to,CB,Osb,I have heard from the opera
21 Apr [1799],to,CB,Osb,Jack [?] Letter
25 Aug [1799],to,CB,Osb,I write you by this Char [?]
4 Nov [1799],from,CB,NYPL (B),Hopes from the opera
13 Nov [1799],to,CB,Osb,I received your Letter
[Nov 1799],to,CB,Osb,I am afraid you will not be
[1799],to,CB,Osb,I am in hopes this will find you by the [?] Chair
30 Nov,to,CB,Osb,I have been long expecting
10 Dec,to,CB,Osb,It is very long since
20 Dec [1799],from,CB,Osb,I was very happy to hear
[Dec 1799],to,CB,Osb,I hope you are well
[c 1799],to,SEB,Osb,I will not fail to go to
18 Jan [1800],to,CB,Osb,I am very anxious to hear from you
26 Jan [1800],from,CB,Osb,I was very glad to receive
1 Feb [1800],to,CB,Osb,As I have nothing of news
[Feb 1800],from,CB,Osb,Your Letter gave me great
3 Mar [1800],to,CB,Osb,I send you the enclosed
1 Apr [1800],to,CB,Osb,I have been long wishing
[Apr 1800],from,CB,Osb,I was glad to see your hand
17 May [1800],to,CB,Osb,I have some things to tell
[May 1800],to,CB,Osb,I must tell you how
[1800],to,CB,NYPL (B),I have seen your friend at the
[1800],from,CB,NYPL (B),I am sorry to say
[1800],to,CB,Osb,I hope you will not be
[1800],from,CB,Scot,I was very glad to hear
9 Jul [1800],to,CB,Osb,I fear you long ago
[Jul 1800],from,CB,Osb,I am very happy to find
2 Nov [1800],to,CB,Osb,I have been waiting from post to post
17 Dec,to,CB,Osb,I am afraid you will be
[1800],from,CB,Osb,I shall take care about the
[1800],to,CBFB,Osb,I have not been long
[c 1800],to,CB,Osb,I am very much concerned
1 Feb [1800],from,CB,BM (Bar),I have your Letter
5 Feb,from,CB,BM (Bar),I am very sorry
1 Mar [1800],to,CB,Osb,I have now the pleasure
1 Pch,from,CB,BM (Bar),I am glad to hear
3 Pch,to,CB,Osb,I have your kind favour
1 Feb,to,CB,NYPL (B),I have your two Letters
1 Pch,to,CB,Osb,Dr Charles [?] always
[1800],from,CB,NYPL (B),I was much alarmed
[1800],to,CB,BM (Bar),I have now got
1 Apr [1800],from,CB,Osb,I shall be very happy
1 Aug,to,CB,Scot,I have been long wishing to write
4 p Nov,to,CB,Osb,I shall be happy to hear
[1800],to,CB,Osb,I have yours of the
23 Nov,to,CB,Osb,I had the pleasure of seeing
20 Nov,to,CB,Osb,I was very glad
[Nov 1800],from,CB,Folger,Wrote to [?] this morning [?]
[1800],to,CB,Scot,I fear you think me
4 p Nov,to,CB,Osb,I shall be glad to receive your
1 p Nov,from,CB,Osb,I am glad you approve
[1800],from,CB,Osb,I give you many thanks
[c 1800],to,CB,Osb,You are very good to take
22 Feb [1801],to,CB,Osb,I am much concerned
[Feb 1801],from,CB,NYPL (B),I am afraid your trouble
[1801],to,CB,Osb,I have at last an answer
[1801],from,CB,Scot,I am much distressed
[1801],to,CB,Osb,I have your last kind Letter
[1801],from,CB,Osb,I was so busy when your Letter
1 May [1801],to,CB,Osb,I was thinking of writing to you
[May 1801],from,CB,Osb,I am glad to find that you have received
12 Jan [1801],to,CB,NYPL (B),I had determined not to write
[Jan 1801],from,CB,Osb,The news of your being
7 Feb,to,CB,Osb,I think it necessary
[Feb 1801],from,CB,Osb,I shall be glad to hear
7 Nov,to,CB,Osb,It is a long time since I had
[Nov 1801],from,CB,Osb,I am very sorry for the delay
30 Jul [1801],to,CB,Osb,I have the pleasure to tell you
[Jul 1801],from,CB,Osb,I am glad you have had the pleasure
30 Jan [1801],to,FBA,Osb,I shall not fail to go to [?] John Lakey [?] Lence [?]
[1801],to,CB,NYPL (B),I am very much concerned
[1801],from,CB,Osb,I had the pleasure of a Letter from
1 Mar,to,CB,Osb,I take the earliest opportunity
[Mar 1801],from,CB,Osb,I have your obliging Letter
4 p Jan,to,CB,Osb,I have been very impatient
[1801],from,CB,Osb,I was very glad to hear from
[c 1801],to,CB,Osb,I must beg you to
4 May [1801],to,CB,Osb,I cannot express how
30 Jul [1801],from,CB,Osb,Hearing [?] that you have been
[1801],to,CB,Osb,I was much disappointed
[1801],from,CB,Osb,I know you will be glad to hear
30 Oct [1801],to,CB,Osb,I should have answered
13 Dec,to,CB,Osb,I have nothing particular
[Dec 1801],from,CB,Osb,I was glad to get your Letter
[c 1801],to,CB,Osb,I am sorry to hear that the Canal [?]
[1801],from,CB,NYPL (B),I hope you got my last
[1801],to,CB,Osb,I write this in great haste
8 Feb [1802],to,CB,Osb,I hope you will be so good
3 Feb [1802],to,CB,Osb,I am in great hopes that this Good
[1802],from,CB,Osb,I propose [?] this afternoon [?]
[Jan 1802],to,CB,NYPL (B),I have your Letter of
3 p Feb,from,CB,Osb,I am very glad to receive Letters from
[1802],to,CB,Osb,It is needless to invite you here
[1802],from,CB,Osb,Every good day I have been able to find
4 Mar [post 1801],to,CB,Osb,I take your advice on this Counsel [?]
4 Mar,from,CB,Osb,I shall be very glad
1 May,to,CB,Osb,I now take the opportunity
[May 1801],to,CB,Osb,I shall be very glad
[1801],to,CB,Osb,I cannot be long before making
12 Jan [1801],from,CB,NYPL (B),Tarr [?] (so) [?]
[1801],to,CB,Osb,I give you thanks
3 p Jun,to,CB,Osb,I am very much obliged
7 Nov,from,CB,Osb,I am sorry to say your kind
[Nov 1801],to,CB,Osb,I should have answered
30 Jul [1801],to,CB,Osb,I have now the pleasure to inform
4 p Jun [1801],to,CB,Osb,I have your kind Letter of the [?] June [?] Lence [?]
[1801],from,CB,Osb,I was very glad to find
[c 1801],to,CB,WLCL [?],I have no doubt about it
[1801],to,CB,Osb,I will take the first opportunity
[1801],from,CB,Osb,I hope all will go on
[1802],to,CB,Osb,I am very sorry that I have
8 Mar [post 1801],to,CB,Comps,I am very sorry to disturb
2 p Aug,from,CB,Osb,I was very happy to hear
[1802],to,CB,Osb,I hope this will find you pretty well
[1802],from,CB,Osb,I have your kind Letter
1 Mar [1802],to,CB,Osb,I am very much obliged
A Mar [post 1802],from,CB,Osb,I had the pleasure of receiving your
1 p May,to,CB,Osb,I have not heard from you for a very long time
[May 1802],from,CB,Osb,I am very glad
[1802],to,CB,Osb,I shall certainly not fail to
[1802],from,CB,Osb,I am sorry you had so much
[1802],to,CB,Osb,I must beg your pardon
[1802],from,CB,Osb,I am very glad to hear
[1802],to,CB,Osb,I have at last got the Earl of Guildford [?]
[1802],from,CB,Osb,I was very glad to receive
[1802],to,CB,Osb,I now take your hands [?] to
4 p Jan,from,CB,Osb,I was very happy to hear
[1802],to,CB,Osb,I have now the pleasure to tell you
[1802],from,CB,Osb,I hope you received safely
7 Nov,from,CB,Osb,We were all delighted to see the addition of
[1802],to,CB,Osb,I take the earliest opportunity
4 p Nov,from,CB,Osb,I shall be very glad to hear
[1802],to,CB,Osb,Many things have happened since we last
[1802],from,CB,Osb,I am very happy
30 Jul [1802],to,CB,Osb,I have your kind Letter of the 9th
30 Jul [1802],from,CB,Osb,I am very much concerned
30 Oct [1802],to,CB,Osb,I was very glad to get your
13 Dec,from,CB,Osb,I am sorry to hear
[1802],to,CB,Comps,I shall not fail
[c 1802],from,CB,Osb,I have the pleasure to send
10 [?] [1800],to,CB,Osb,I was in hope to have heard
[1800],to,FBA,Osb,I intend to send the Books
[1800],from,CB,Osb,I am very glad to hear
30 Oct [1800],to,CB,Osb,I shall be very glad to see you
[Oct 1800],from,CB,Osb,I have your very kind invitation
4 p Jun,to,CB,Osb,I have been long in your debt
[1800],to,CB,Osb,Vive la Bagatelle [?] — I cannot but
1 p Feb,from,CB,Osb,I shall not delay
[1801],to,CB,Osb,I wrote to you last week
31 Aug [1801],from,CB,Osb,I hope you will take time
30 Jul,to,CB,Osb,I shall be obliged
[1801],from,CB,Osb,I have not heard from you
[1801],to,CB,ESA,I was very glad to hear
[1801],from,CB,Cat (SB),I am sorry your own eyes [?]
[c 1801],to,CB,Osb,Every good day I have been
11 Mar,from,CB,Osb,I am in very good hope
[Mar 1802],to,CB,Osb,Dr Charles [?] having [?] your kind
5 [?] [1802],from,CB,Osb,I shall be very happy to
[Jan 1802],to,CB,NYPL (B),with FBA; CB; CBFB
3 Feb [1802],from,CB,Osb,What fills [?] your kind [?] basket; that it [?]
[1802],to,CB,Osb,I am very much concerned
[1802],from,CB,Osb,I have your obliging Letter
3 Apr [1803],to,CB,Osb,I have now the pleasure
22 Mar,from,CB,Osb,I have been a long time
[Mar 1803],to,CB,Osb,I have your kind Letter
25 May,from,CB,Osb,I trouble you with a few lines
[May 1803],to,CB,Osb,You would not think of my being
[1803],from,CB,Osb,I am much concerned
1 Jul,to,CB,Osb,I was very glad to find that Cambridge
[Jul 1803],from,CB,Osb,I have your kind favour of
22 Apr,to,CB,Osb,I am very sorry I could not send the
[1803],to,CB,Osb,I need not tell you that [?] Cambridge
[1803],from,CB,Osb,I am sorry to say I cannot
[c 1803],to,CB,Osb,I must entreat your indulgence [?] college [?] Esquire [?]
11 Oct [1803],from,CB,Osb,I have your favour of
31 Jul [1803],to,CB,Osb,I had determined to wait till
[1803],from,CB,Osb,In my all [?] M. A. [?] (Pr by JBR)
[1803],to,CB,Osb,I have the pleasure
21 Jul [1803],from,CB,Osb,I have now about [?] the [?]
[1803],to,CB,Osb,I fear you will think me very tardy
1 p May,from,CB,Osb,I am sorry to find
[1803],to,CB,Osb,I hope you are well
22 Mar,from,CB,Osb,I have been a very long time
[Mar 1803],to,CB,Osb,I shall be very happy to hear from you
1 p Dec,from,CB,Osb,I was very happy to hear
[Dec 1803],to,CB,Osb,I have not been unmindful
[1803],from,CB,Osb,I am very sorry to tell
6 Oct [1803],to,CB,Osb,I hope this will find you
[Oct 1803],from,CB,Osb,I am very glad to hear
[1803],to,CB,Osb,I must now tell you that
[1803],from,CB,Osb,I hope you are well
8 Nov [1803],to,CB,Osb,I was very happy to receive
[Nov 1803],from,CB,Osb,I shall be very glad to see
[1803],to,CB,Osb,I take the opportunity to write
[c 1803],from,CB,Osb,I had the pleasure of a Letter from you
[1803],to,CB,BN,I have your kind Letter of
[1803],from,CB,Osb,I was glad to hear
19 Apr [1803],to,CB,Osb,I have your favour and am much
[Apr 1803],from,CB,Osb,I hope this will find you pretty well
[1803],to,CB,Osb,I now take the opportunity
21 p Feb [post 1803],from,CB,Osb,I have taken the advice of Counsel [?]
7 Mar [1804],to,CB,Osb,I was in hopes I should have heard
[Mar 1804],from,CB,Osb,I had the pleasure of your kind
7 Mar [1804],to,CB,Osb,I have to thank you for yours
[1804],from,CB,Osb,I wish you a great many happy returns
1 p May [1804],to,CB,Osb,I hope you are well and have
[May 1804],from,CB,Osb,I shall be very glad
7 Jul [1804],to,CB,Osb,I had your welcome Letter
[Jul 1804],from,CB,Osb,I have a great deal to say
17 Apr [1804],to,CB,Osb,I am much troubled at not being able to
[1804],from,CB,Osb,I was very sorry to find
5 p Jun [1804],to,CB,Osb,I have yours of May [?]
[1804],from,CB,Osb,I have your kind Letter
20 Jul [1804],to,CB,Osb,I have yours and note [?] the contents
[1804],from,CB,Osb,I was in great hopes
2 p Apr [1804],to,CB,Osb,I have to beg your interest
[1804],from,CB,Osb,I have your favour of
30 Jul [1804],to,CB,Osb,I take the opportunity
15 Aug [1804],from,CB,Osb,I had the pleasure of
2 p Oct [1804],to,CB,Osb,I shall have the pleasure
[Oct 1804],from,CB,Osb,I was very glad to hear from you
7 p Nov [1804],to,CB,Osb,I had hoped you had returned
[Nov 1804],from,CB,Osb,I am very sorry
[1804],to,CB,Osb,I must trouble you for the loan of
[1804],from,CB,Osb,I hope you received my last
[c 1804],to,CB,Osb,I have now the pleasure to tell you
7 Feb [1804],from,CB,Osb,I hope all your family
8 Apr [1804],to,CB,RM,I have yours and will carefully attend
30 Jun [1804],from,CB,Osb,I am sorry to find
30 Jul [1804],to,FBA,Osb,I shall be very happy to wait on you
[Jul 1804],from,CB,Osb,I thank you for your Friendship
[1804],to,CB,Osb,I have been long meaning to write to you
[1804],from,CB,Osb,I hope by this time you are very well
17 Feb [1804],to,CB,Osb,I am very much obliged [?]
[Feb 1804],from,CB,Osb,I had the pleasure of seeing Mrs Motte [?] before [?]
[1804],to,CB,Osb,You will have heard by this time of
[1804],from,CB,Osb,I was very glad to get your Letter
2 p Jul [1804],to,CB,Osb,I hope to have the pleasure [?] to Dr
[1804],from,CB,Osb,By Providence [?] Library [?] expressions [?] to Miss [?]
[1804],to,CB,Comps,I have my dear Sir the pleasure
16 Aug,from,CB,Osb,I hope you have got your books [?] Riddick [?]
31 p Jun [1804],to,CB,Osb,I have yours and thank you
[1804],from,CB,Osb,I shall be very glad if the weather
16 Apr [1804],to,CB,Osb,Pray [?] nothing [?] has [?] prevented [?] you [?] to Dr
10 Jun [1804],from,CB,Osb,I have your favour which I will
[c 1804],to,CB,Osb,I hope by this time everything
[1804],from,CB,Osb,Having [?] have [?] the pleasure to see
1 Nov [1804],to,CB,Osb,I take the opportunity to tell you
[1804],from,CB,Osb,I am very sorry for the loss of
[1804],to,CB,Osb,I have now been a long time
[1804],from,CB,Osb,I hope your Cambridge situation
[c 1804],to,FBA,Osb,I hope this will find [?] all
[1804],from,CB,Osb,I am much distressed about
1 Jan [1805],to,CB,Osb,I wish you many happy returns
[Jan 1805],from,CB,Osb,I have the pleasure of your kind
1 p Jan [1805],to,CB,Osb,I have your obliging Letter
[1805],from,CB,Osb,I was very glad to hear from you
11 Feb [1805],to,CB,Osb,I have been expecting to hear
[Feb 1805],from,CB,Osb,I am very sorry to say
23 Mar [1805],to,CB,Osb,I have your kind Letter of the
[Mar 1805],from,CB,Osb,I am very glad to hear
20 Apr [1805],to,CB,Osb,I shall be very happy to be of any
[Apr 1805],from,CB,Osb,I hope you are well
[1805],to,CB,Osb,I was so much in the dark as to the body [?] of the
25 May,from,CB,Osb,I have long been wishing to write
27 Chy,to,CB,Osb,I am sorry I was so long
[1805],from,CB,Osb,I was very glad of your
1 Apr,to,CB,Osb,I have been long in your debt
[1805],from,CB,Osb,I am very glad
1 p Mar [1805],to,CB,Osb,I do not recollect any thing
10 p Apr [1805],from,CB,Osb,I was very happy to hear from
[1805],to,CB,Osb,I have now the pleasure to tell
[1805],from,CB,Osb,I have been a long time
9 Apr [1805],to,CB,Osb,I have your favour of the [?] March [?]
[1805],from,CB,Osb,I am very sorry for [?] your [?]
1 Jul [1805],to,CB,Osb,Beaumont [?] for the honour [?]
[1805],from,CB,Osb,I shall be very happy
3 Aug [1805],to,CB,Osb,I have the pleasure to tell you I have been
[1805],from,CB,Osb,I am very glad to hear the good news
10 p Nov,to,CB,Osb,I hope you are all well
[1805],to,CB,Osb,I take the opportunity
[1805],from,CB,Osb,I am glad you have been
14 p Dec,to,CB,Osb,I have been looking a long time
12 Dec [1805],from,CB,Osb,I have been wishing to write
[1805],to,CB,Osb,I was very happy to hear
[1805],from,CB,Wy,I do not know how to thank you
[c 1805],to,CB,Osb,I write this to let you know
[1805],from,CB,Osb,I was very sorry to hear of the loss [?] Duke [?] of
[1805],to,CB,Osb,I am very glad to find
[1805],from,CB,Osb,I shall be very happy to come
1 p Jun [1805],to,CB,Osb,I £120 & £2 [?] do [?]
[1805],from,CB,NYPL (I),I have your favour
[1805],to,CB,Osb,I am sorry not to have
[1805],from,CB,Osb,I was much concerned to hear of
[1805],to,CB,RSA,I am very much obliged
