date,direction,correspondent,repository,first_line
"[1 Apr 1797?]",from,Rosette (Rose) Burney,Osb,"[first line unclear]"
"[30 Jul-1 Aug mutilated 1798]",from,CB Jr to Rosette (Rose) Burney,Osb,"[first line unclear]"
"15 Nov [1798]",to,Rosette (Rose) Burney,Osb,"I think you will be surprised to receive this"
"3 MY 1800 pmk",from,R[ichard?] Heber,Osb(Bod),"to have enough 4 months of Authorship"
"10 May [1800]",to,Rosette (Rose) Burney,Osb,"You must receive my not writing to you believe,"
"10 July [1800]",to,Rosette (Rose) Burney,Osb,"[first line unclear]"
"[Jul 1800?]",from,James [Young],Osb,"ten last twenty thanks for Your"
"[Jul 1802?]",from,CPB,Folger,"[first line unclear]"
"19 Aug [1802]",to,Rosette (Rose) Burney,NYPL(B),"Well, after that, that in Arthur I arrived, my"
"23 Aug [1802]",to,Rosette (Rose) Burney,Osb,"Many thanks, my dearest Mother, for your"
"11 Sept [1802]",to,Rosette (Rose) Burney,NYPL(B),"Many, many thanks, my dearest Mother"
"4 Aug [1802]",to,Rosette (Rose) Burney,Osb,"You bet I go at six oclock to see the Youngs"
