bookseller_id,venue_id,date_min,date_max,address_detail,source
BS_TRACY,LON106,1695,1719,Three  Bibles  on  London  Bridge,Plomer (1668-1725)
BS_TUCKYR,LON100,1700,1700,"Golden  Leg,  the  corner  of  Salisbury Street,  in  the  Strand,",Plomer (1668-1725)
BS_TURNER,LON050,1673,1673,"near  Turnstile,  in  Holborn,  {b) Holy  Lamb  in  Holborn,  {c)  near  Turnstile,",Plomer (1668-1725)
BS_TURNER_2,LON102,1676,1676,Churchyard,Plomer (1668-1725)
BS_TURNER_3,LON031,1696,1705,"White  Horse, without  Temple  Bar",Plomer (1668-1725)
BS_VADE,LON031,1677,1677,"Cock  and  Sugar  Loaf,  Fleet  Street,",Plomer (1668-1725)
BS_VAILLANT,LON100,1686,1686,"over  against  Bedford  House  in  the Strand,",Plomer (1668-1725)
BS_VAUGHAN,LON105,1673,1673,Little  Britain,Plomer (1668-1725)
BS_VINCENT,LON031,1691,1713,"Clifford's  Inn  Lane,  Fleet  Street,",Plomer (1668-1725)
BS_WADE,LON107,1693,1693,"Bible, under  the  Piazza  of  the  Royal Exchange, Cornhill",Plomer (1668-1725)
BS_WALBANCK,LON050,1674,1677,near  the  Three  Tuns Tavern,Plomer (1668-1725)
BS_WALBANCK_2,LON050,1669,1669,"near  Gray's  Inn  Gate  in  Holborn,",Plomer (1668-1725)
BS_WALE,LON102,1703,1707,Churchyard,Plomer (1668-1725)
BS_WALFORD,LON102,1689,1711,Churchyard,Plomer (1668-1725)
BS_WALFORD_2,LON102,1710,1710,Churchyard,Plomer (1668-1725)
BS_WALKER_2,LON050,1676,1676,"under  Gray's  Inn  Gate,  Holborn,",Plomer (1668-1725)
BS_WALLIS,LON031,1682,1700,,Plomer (1668-1725)
BS_WALSALL,LON107,1684,1684,"Heart  and  Bible, near  the  West-end  of  the  Royal  Exchange in  Cornhill",Plomer (1668-1725)
BS_WALTHOE,LON031,1683,1733,,Plomer (1668-1725)
BS_WALTON,LON102,1641,1687,Churchyard,Plomer (1668-1725)
BS_WALWYN,LON034,1698,1702,"Three  Legs  in  the  Poultry,  (c)  over against,  (b)  in,  the  Stocks  Market,  (c)  at  the  comer  of  the  Old  Jewry,",Plomer (1668-1725)
BS_WARTER,LON031,1683,1709,"Talbot,  (a)  under  the  Mitre  Tavern, Fleet  Street,  over  against  Fetter  Lane,  (b)  next  the  Mitre  Tavern,  against  St",Plomer (1668-1725)
BS_WATTS,LON100,1700,1763,strand,Plomer (1668-1725)
BS_WATTS_2,LON102,1685,1692,Churchyard,Plomer (1668-1725)
BS_WELD,LON031,1685,1700,"Crown, betwixt  the  two  Temple  Gates  in Fleet  Street",Plomer (1668-1725)
BS_WELLS,LON102,1677,1687,Churchyard,Plomer (1668-1725)
BS_WHITWOOD,LON105,1641,1699,"Golden  Lion, Duck  Lane",Plomer (1668-1725)
BS_WHITWOOD,LON105,1641,1699,"Golden  Bell, Duck  Lane",Plomer (1668-1725)
BS_WHITWOOD,LON107,1641,1699,Middle  Exchange,Plomer (1668-1725)
BS_WHITWOOD,LON100,1641,1699,"next  the  Cross  Keys, Strand",Plomer (1668-1725)
BS_WHITWOOD,LON105,1641,1699,next  the  George  Inn,Plomer (1668-1725)
BS_WHITWOOD,LON105,1641,1699,"Angel  and  Bible, near  the  George Inn",Plomer (1668-1725)
BS_WHITWOOD,LON105,1641,1699,"next  to  the  Bible, Duck  Lane",Plomer (1668-1725)
BS_WHITWOOD,LON105,1641,1699,Golden  Dragon,Plomer (1668-1725)
BS_WICKINS,LON031,1679,1695,"White  Hart, Fleet  Street",Plomer (1668-1725)
BS_WIDDOWES,LON102,1669,1675,Churchyard,Plomer (1668-1725)
BS_WIDDOWES_2,LON102,1676,1680,Churchyard,Plomer (1668-1725)
BS_WILDE,LON108,1722,1722,"Aldersgate  Street,",Plomer (1668-1725)
BS_WILDE_2,LON108,1693,1709,"Aldersgate  Street,",Plomer (1668-1725)
BS_WILDE_3,LON034,1672,1700,Churchyard,Plomer (1668-1725)
BS_WILFORD,LON105,1722,1722,"Three  Flower  de  Luces, Little Britain",Plomer (1668-1725)
BS_WILKIN,LON102,1693,1720,,Plomer (1668-1725)
BS_WILKINS,LON031,1700,1700,"near  Fleet  Street,",Plomer (1668-1725)
BS_WILKINS_2,LON107,1672,1672,Exchange  Alley,Plomer (1668-1725)
BS_WILKINS_3,LON098,1680,1703,"Star  in  Cheapside, next  Mercers Chappel",Plomer (1668-1725)
BS_WILKINSON,LON031,1669,1669,"Black-Boy  in  Fleet  Street,",Plomer (1668-1725)
BS_WILKINSON_2,LON031,1693,1696,"Black  Boy  in  Fleet  Street,  over against  St",Plomer (1668-1725)
BS_WILLIAMS,LON105,1667,1667,Blue  Anchor  in  Little  Britain,Plomer (1668-1725)
BS_WILLIAMS,LON105,1670,1670,"Crown, Cross Keys  Court",Plomer (1668-1725)
BS_WILLIAMS_2,LON102,1672,1684,Churchyard,Plomer (1668-1725)
BS_WILLIAMS_3,LON105,1662,1672,"Bible, Little  Britain",Plomer (1668-1725)
BS_WILLIAMSON,LON106,1670,1679,London  Bridge,Plomer (1668-1725)
BS_WILLIS,LON031,1701,1701,"Three  Crowns, Henrietta  Street, Covent Garden",Plomer (1668-1725)
BS_WITHERS,LON102,1694,1694,Churchyard,Plomer (1668-1725)
BS_WOOD__FALL,LON031,1724,1724,"without  Temple  Bar,",Plomer (1668-1725)
BS_WOODWARD,LON107,1680,1680,,Plomer (1668-1725)
BS_WOODWARD_2,LON107,1707,1723,Scalding  Alley,Plomer (1668-1725)
BS_WOOLFE,LON098,1676,1676,"end  of  Bread  Street  in  Cheap- side,  {b)  next  the  Red  Lion  in  Cheapside,",Plomer (1668-1725)
BS_WOTTON,LON031,1687,1725,"Three  Pigeons,  Fleet  Street,",Plomer (1668-1725)
BS_WRIGHT,LON105,1667,1667,next  door  to  the  Globe  in  Little  Britain,Plomer (1668-1725)
BS_WRIGHT,LON105,1667,1667,Globe  in Little  Britain,Plomer (1668-1725)
BS_WRIGHT,LON034,1634,1678,"Crown, Ludgate  Hill",Plomer (1668-1725)
BS_WRIGHT_2,LON102,1683,1711,Churchyard,Plomer (1668-1725)
BS_WYER,LON102,1677,1686,Churchyard,Plomer (1668-1725)
BS_YATES,LON105,1686,1703,",  Duck  Lane,",Plomer (1668-1725)
BS_BISSEL,LON082,1690,1700,"Bible  and  Harp, near  the  Hospital  Gate in  West  Smithfield, c",Plomer (1668-1725)
BS_GAMMON,LON082,1690,1700,"Smithfield,  c",Plomer (1668-1725)
BS_PASSINGER_3,LON106,1695,1695,Seven  Stars  on  London  Bridge,Plomer (1668-1725)
BS_WENTBRIDGE,LON105,1600,1760,"Duck  Lane,  c",Plomer (1668-1725)
