bookseller_id,name,sign,type,active_min,active_max,notes
BS_JONES_2,Edward Jones,,printer,1688,1706,Plomer (1668-1725); refs: Nichols; Dunton
BS_JONES_3,H. Jones,,bookseller,1681,1691,Plomer (1668-1725)
BS_JONES_4,John Jones,Bell,bookseller,1641,1699,Plomer (1668-1725)
BS_JONES_5,John Jones,,bookseller,1702,1718,Plomer (1668-1725)
BS_JONES_6,Richard Jones,Golden  Lion,bookseller,1641,1681,Plomer (1668-1725)
BS_JONES_7,Thomas Jones,,bookseller,1676,1713,Plomer (1668-1725); refs: TC(1)
BS_JORDAN,J. Jordan,Angel  in  Giltspur  Street,bookseller,1680,1682,Plomer (1668-1725)
BS_JOYNER,Joyner,,bookseller,1681,1715,Plomer (1668-1725)
BS_KEAT,Hugh Keat,,bookseller,1678,1678,Plomer (1668-1725); refs: TC(1)
BS_KEATE,William Keate,,bookseller,1681,1681,Plomer (1668-1725)
BS_KEBLE,Samuel Keble,,bookseller,1674,1715,Plomer (1668-1725); refs: Nichols; Dunton; TC(1)
BS_KEBLE_2,William Keble,Turk's  Head,bookseller,1704,1704,Plomer (1668-1725); son of Samuel  Keble; refs: TC(1)
BS_KEBLEWHITE,Stephen Keblewhite,Swan,bookseller,1694,1702,Plomer (1668-1725); refs: Dunton; TC(1)
BS_KEINTON,M. Keinton,Rose,bookseller,1641,1682,Plomer (1668-1725); refs: TC(1)
BS_KEIRTON,Mary Keirton,,bookseller,1673,1673,Plomer (1668-1725)
BS_KELL,Richard Kell,,bookseller,1641,1694,Plomer (1668-1725)
BS_KELLINGTON,Job Kellington,Star  in  Little  Britain,bookseller,1681,1683,Plomer (1668-1725)
BS_KEMP,Hobart Kemp,The  Ship  in  the  Upper  Walk  of  the  New Exchange,bookseller,1671,1672,Plomer (1668-1725); refs: TC(1)
BS_KERSEY,John Kersey,,bookseller,1681,1686,Plomer (1668-1725); refs: TC(2)
BS_KETTILBY,Walter Kettilby,,bookseller,1669,1711,Plomer (1668-1725); refs: Dunton; TC(1)
BS_KETTLEWELL,Robert Kettlewell,Hand  sind  Sceptre,bookseller,1681,1694,Plomer (1668-1725)
BS_KIDGELL,John Kidgell,,bookseller,1680,1684,Plomer (1668-1725)
BS_KING,Charles King,Judge's  Head,bookseller,1698,1725,Plomer (1668-1725); refs: Nichols; Dunton
BS_KING_2,Gregory King,,bookseller,1677,1677,Plomer (1668-1725); refs: TC(1)
BS_KING_3,J. King,,bookseller,1698,1703,Plomer (1668-1725); succeeded by Dunton; refs: Dunton; TC(2)
BS_KIRKHAM,William Kirkham,,bookseller,1681,1681,Plomer (1668-1725)
BS_KIRKTON,Joshua Kirkton,,bookseller,1679,1679,Plomer (1668-1725)
BS_KNAPLOCK,Robert Knaplock,Bishop's  Head,bookseller,1696,1737,Plomer (1668-1725); son of Hickes; refs: Nichols; Dunton; Timperley; TC(1)
BS_KNAPTON,James Knapton,Crown,bookseller,1687,1738,Plomer (1668-1725); refs: Nichols; Dunton
BS_KNIGHT,Joseph Knight,Pope's  Head  in  the  Lower  Walk  of  the New  Exchange,bookseller,1684,1690,Plomer (1668-1725)
BS_KNOX,Henry Knox,,bookseller,1664,1716,Plomer (1668-1725); son of William Knox; brother of Edinburgh; refs: TC(2)
BS_LADYMAN,Ladyman,,bookseller,1691,1691,Plomer (1668-1725)
BS_LANE,John Lane,,bookseller,1688,1688,Plomer (1668-1725)
BS_LARKIN,George Larkin,Hand  Alley,bookseller,1641,1706,Plomer (1668-1725); refs: Dunton
BS_LARKIN_2,George Larkin,,printer,1703,1724,Plomer (1668-1725); son of George  Larkin; refs: Dunton
BS_LAWRENCE,John Lawrence,Angel  in  the  Poultry,bookseller,1681,1711,Plomer (1668-1725); refs: Dunton; TC(1)
BS_LAYCOCK,William Laycock,,bookseller,1696,1696,Plomer (1668-1725); refs: Dunton
BS_LEA,Philip Lea,,bookseller,1683,1703,Plomer (1668-1725); refs: TC(2)
BS_LEABOURN,Elias Leabourn,,bookseller,1680,1680,Plomer (1668-1725)
BS_LEACH,Dryden Leach,,printer,1707,1724,Plomer (1668-1725); refs: Nichols
BS_LEACH_2,Francis Leach,,printer,1658,1707,Plomer (1668-1725); refs: Dunton
BS_LEACH_3,William Leach,Crown,bookseller,1678,1691,Plomer (1668-1725); refs: TC(2)
BS_LEAKE,John Leake,Crown,bookseller,1673,1717,Plomer (1668-1725); son of William  Leake; refs: Dunton; TC(1)
BS_LEAKE_2,William Leake,,bookseller,1641,1682,Plomer (1668-1725)
BS_LEE,Samuel Lee,,bookseller,1677,1695,Plomer (1668-1725); refs: Dunton
BS_LEIGH,John Leigh,,bookseller,1670,1685,Plomer (1668-1725); refs: Nichols; TC(1)
BS_LEIGH_2,Thomas Leigh,Rose  and  Crown,bookseller,1698,1704,Plomer (1668-1725); refs: TC(2)
BS_LENTHALL,John Lenthall,,stationer,1709,1709,Plomer (1668-1725)
BS_LESLIE,Henry Leslie,,bookseller,1677,1677,Plomer (1668-1725)
BS_LETT,R. Lett,,bookseller,1681,1681,Plomer (1668-1725)
BS_LEWIS,William Lewis,Dolphin  in  Russell  St.,bookseller,1709,1725,Plomer (1668-1725)
BS_LILLIECRAP,Peter Lilliecrap,,printer,1641,1675,Plomer (1668-1725)
BS_LINDSEY,William Lindsey,,bookseller,1675,1736,Plomer (1668-1725); apprentice to Thomas  Lingard; son of John  Lintot; refs: DNB; Dunton
BS_LINTOT,Joshua Lintot,,bookseller,1708,1708,Plomer (1668-1725); refs: TC(1)
BS_LITTLEBURY,Robert Littlebury,King's  Arms,bookseller,1641,1685,Plomer (1668-1725); refs: Nichols; TC(1)
BS_LLOYD,Henry Lloyd,,printer,1641,1675,Plomer (1668-1725)
BS_LLOYD_2,O. Lloyd,,bookseller,1711,1711,Plomer (1668-1725)
BS_LOCK,J. Lock,,printer,1673,1673,Plomer (1668-1725)
BS_LONGMAN_2,Thomas Longman,Ship  and  Black  Swan,bookseller,1724,1724,Plomer (1668-1725); son of Ezekiel  Longman
BS_LORD,Henry Lord,,bookseller,1680,1682,Plomer (1668-1725)
BS_LORD_2,Thomas Lord,,bookseller,1681,1681,Plomer (1668-1725)
BS_LOVELL,T. Lovell,Bible,bookseller,1689,1697,Plomer (1668-1725)
BS_LOWNDES,Samuel Lowndes,,bookseller,1669,1703,Plomer (1668-1725); refs: Dunton
BS_LUCAS,Centurion Lucas,,bookseller,1678,1687,Plomer (1668-1725)
BS_LUNTLEY,Jo Nas Luntley,,bookseller,1694,1694,Plomer (1668-1725)
BS_LUTTON,John Lutton,{a)  Blue  Anchor,bookseller,1664,1674,Plomer (1668-1725); refs: TC(1)
BS_LYFORD,J. Lyford,,bookseller,1678,1718,Plomer (1668-1725); succeeded by Alexander Kincaid
BS_MAJOR,Daniel Major,Hand  and  Sceptre,bookseller,1677,1680,Plomer (1668-1725); refs: TC(1)
BS_MALLET,A. Mallet,,bookseller,1704,1704,Plomer (1668-1725)
BS_MALLET_2,David Mallet,,printer,1647,1689,Plomer (1668-1725); refs: TC(1)
BS_MALLET_3,Elizabeth Mallet,,bookseller,1685,1702,Plomer (1668-1725); refs: TC(1)
BS_MALTHUS,Sarah Malthus,,bookseller,1703,1706,Plomer (1668-1725); widow of Thomas  Malthus; refs: Dunton
BS_MALTHUS_2,Thomas Malthus,Sun,bookseller,1682,1703,Plomer (1668-1725); refs: Dunton; TC(2)
BS_MANHOOD,Manhood,,bookseller,1684,1725,Plomer (1668-1725); refs: Dunton; TC(1)
BS_MANSHIP,Samuel Manship,Ship,bookseller,1676,1713,Plomer (1668-1725); refs: Nichols; Dunton; TC(2)
BS_MARCH,John March,,bookseller,1713,1726,Plomer (1668-1725)
BS_MARLOW,John Marlow,,printer,1674,1679,Plomer (1668-1725); son of Quality
BS_MARRIOT,George Marriot,,bookseller,1674,1677,Plomer (1668-1725); refs: TC(2)
BS_MARRIOTT,Anne Marriott,,bookseller,1687,1689,Plomer (1668-1725)
BS_MARRIOTT_2,John Marriott,,stationer,1700,1742,Plomer (1668-1725)
BS_MARSH,John Marsh,,bookseller,1688,1688,Plomer (1668-1725)
BS_MARSHALL,John Marshall,,bookseller,1695,1725,Plomer (1668-1725); refs: Dunton; TC(1)
BS_MARSHALL_2,Joseph Marshall,Bible  in  Newgate  Street,bookseller,1707,1725,Plomer (1668-1725); son of William  Marshall
BS_MARSHALL_3,William Marshall,Bible  in  Newgate  Street,bookseller,1676,1725,Plomer (1668-1725); refs: TC(1)
BS_MARSTON,John Marston,,bookseller,1683,1685,Plomer (1668-1725)
BS_MARTIN,John Martin,,bookseller,1705,1724,Plomer (1668-1725)
BS_MASON,J. Mason,,printer,1683,1684,Plomer (1668-1725)
BS_MATTHEWS,Emanuel Matthews,,bookseller,1700,1700,Plomer (1668-1725); son of John  Matthews
BS_MATTHEWS_2,John Matthews,,printer,1681,1716,Plomer (1668-1725); refs: TC(1)
BS_MATTHEWS_3,John Matthews,,printer,1719,1719,Plomer (1668-1725); son of John  Matthews; refs: Timperley
BS_MAXFIELD,Maxfield,,bookseller,1700,1700,Plomer (1668-1725); refs: Dunton
BS_MAY,George May,,bookseller,1680,1713,Plomer (1668-1725); refs: Nichols; TC(1)
BS_MEAD,Daniel Mead,Bible,bookseller,1707,1732,Plomer (1668-1725); refs: TC(1)
BS_MEAD_2,M. Mead,,bookseller,1697,1703,Plomer (1668-1725); refs: Dunton; TC(2)
BS_MEAD_3,Richard Mead,,bookseller,1684,1684,Plomer (1668-1725)
BS_MEADE,Meade,,bookbinder,1695,1696,Plomer (1668-1725)
BS_MEADOWS,W. Meadows,,bookseller,1719,1725,Plomer (1668-1725)
BS_MEARNE,A. Mearne,,bookseller,1683,1683,Plomer (1668-1725)
BS_MEARNE_2,Charles Mearne,the  King's Arms,bookseller,1680,1686,Plomer (1668-1725); son of Samuel  Meame; refs: TC(2)
BS_MEARS,Mears,,printer,1713,1713,Plomer (1668-1725)
BS_MEARS_2,W. Mears,Lamb,bookseller,1713,1725,Plomer (1668-1725)
BS_MEERE,H. Meere,,printer,1708,1724,Plomer (1668-1725)
BS_MELLETT,Thomas Mellett,,printer,1681,1681,Plomer (1668-1725)
BS_MERCER,Thomas Mercer,,bookseller,1679,1684,Plomer (1668-1725); refs: TC(2)
BS_MEREDITH,Luke Meredith,Angel,bookseller,1684,1702,Plomer (1668-1725); refs: TC(2)
BS_MERREALL,Alexander Merreall,,bookseller,1641,1703,Plomer (1668-1725); refs: Dunton
BS_METCALFE,Thomas Metcalfe,over  against  the  Red  Lion  Court,bookseller,1694,1711,Plomer (1668-1725); refs: TC(1)
BS_MIDWINTER,Daniel Midwinter,Three  Crowns,bookseller,1698,1725,Plomer (1668-1725); succeeded by Daniel; refs: Dunton
BS_MIDWINTER_2,Edward Midwinter,Star,bookseller,1710,1724,Plomer (1668-1725); refs: Nichols
BS_MILBOURN,E. Milbourn,,printer,1684,1684,Plomer (1668-1725)
BS_MILBOURN_2,Thomas Milbourn,,printer,1641,1686,Plomer (1668-1725); refs: Dunton
BS_MILES,E. Miles,,printer,1674,1674,Plomer (1668-1725)
BS_MILL,Adiel Mill,,stationer,1687,1690,Plomer (1668-1725)
BS_MILLER,J. Miller,Rose,bookseller,1677,1677,Plomer (1668-1725); refs: TC(1)
BS_MILLER_2,John Miller,,bookseller,1691,1709,Plomer (1668-1725); refs: TC(1)
BS_MILLER_3,Susannah Miller,,bookseller,1698,1698,Plomer (1668-1725)
BS_MILLER_4,Wnxi Am Miller,,bookseller,1641,1693,Plomer (1668-1725); refs: Dunton
BS_MILLET,John Millet,,bookseller,1683,1683,Plomer (1668-1725)
BS_MILLINGTON,Edward Millington,Bible,bookseller,1670,1703,Plomer (1668-1725); refs: Dunton; Timperley
BS_MILLION,Henry Million,Bible,bookseller,1641,1679,Plomer (1668-1725); son of John  Million; refs: TC(2)
BS_MILLS,"F, Mills",Rose  and  Crown  without  Temple  Bar,bookseller,1696,1696,Plomer (1668-1725)
BS_MILWARD,Edward Milward,,bookseller,1680,1680,Plomer (1668-1725)
BS_MINIKIN,George Minikin,,stationer,1676,1676,Plomer (1668-1725); refs: TC(1)
BS_MINSHULL,John Minshull,,bookseller,1641,1712,Plomer (1668-1725); son of Manchester; refs: Timperley
BS_MITCHELL,J. Mitchell,,bookseller,1686,1686,Plomer (1668-1725); refs: TC(1)
BS_MONCKTON,Philip Monckton,Star,bookseller,1701,1707,Plomer (1668-1725); refs: Dunton
BS_MONEY,John Money,,bookseller,1681,1681,Plomer (1668-1725)
BS_MONTAGU,Richard Montagu,,bookseller,1718,1718,Plomer (1668-1725)
BS_MONTGOMERY,Hugh Montgomery,,bookseller,1678,1703,Plomer (1668-1725); refs: Dunton
BS_MOORE,Thomas Moore,,printer,1685,1685,Plomer (1668-1725)
BS_MORDEN,Charles Morden,,bookseller,1678,1684,Plomer (1668-1725); son of William Morden
BS_MORDEN_2,Robert Morden,,bookseller,1671,1702,Plomer (1668-1725); refs: TC(1)
BS_MORPHEW,John Morphew,,bookseller,1706,1720,Plomer (1668-1725); refs: Nichols; TC(1)
BS_MORTIER,David Mortier,White  Hart,bookseller,1641,1717,Plomer (1668-1725); refs: Dunton; TC(1)
BS_MORTLOCK,John Mortlock,,bookseller,1695,1695,Plomer (1668-1725)
BS_MORY,Edward Mory,,bookseller,1691,1699,Plomer (1668-1725)
BS_MOTTE,Benjamin Motte,,bookseller,1693,1738,Plomer (1668-1725); succeeded by Charles  Bathurst; refs: TC(1)
BS_MOUNT,Richard Mount,,bookseller,1684,1722,Plomer (1668-1725); refs: Nichols; Dunton
BS_MOXON,James Moxon,,bookseller,1641,1689,Plomer (1668-1725); refs: TC(1)
BS_MUSDEN,William Musden,,bookseller,1675,1680,Plomer (1668-1725); refs: TC(1)
BS_NEAL,Simon Neal,Angel  Court,bookseller,1674,1694,Plomer (1668-1725)
BS_NEEDHAM,Benjamin Needham,Crown,bookseller,1674,1685,Plomer (1668-1725)
BS_NEEDHAM_2,Ralph Needham,,bookseller,1641,1672,Plomer (1668-1725)
BS_NEGUS,Samuel Negus,,printer,1701,1724,Plomer (1668-1725); refs: Nichols
BS_NEILL,Patrick Neill,,bookseller,1696,1702,Plomer (1668-1725); refs: Dunton; TC(2)
BS_NELSON,Norman Nelson,,bookseller,1680,1680,Plomer (1668-1725)
BS_NEVILL,Joseph Nevill,,bookseller,1641,1660,Plomer (1668-1725)
BS_NEVILL_2,Sarah Nevill,,bookseller,1677,1677,Plomer (1668-1725); widow of Joseph  Nevill; refs: TC(1)
BS_NEWBOLT,William Newbolt,,printer,1684,1714,Plomer (1668-1725)
BS_NEWBOROUGH,M. Newborough,,bookseller,1707,1707,Plomer (1668-1725); widow of Thomas  Newborough; refs: Nichols; TC(1)
BS_NEWBOROUGH_2,Thomas Newborough,,bookseller,1641,1713,Plomer (1668-1725); refs: Dunton; TC(1)
BS_NEWMAN,Dorman Newman,Surgeons'  Arms,bookseller,1641,1694,Plomer (1668-1725)
BS_NEWMAN_2,Hugh Newman,,bookseller,1692,1703,Plomer (1668-1725); refs: Dunton; TC(2)
BS_NEWTON,John Newton,near  the  Sugar  Loaf  in  Bell  Alley,bookseller,1688,1698,Plomer (1668-1725); refs: Dunton
BS_NEWTON_2,W. Newton,,bookseller,1694,1694,Plomer (1668-1725)
BS_NICHOLSON,John Nicholson,Queen's  Arms,bookseller,1686,1715,Plomer (1668-1725); refs: Nichols; Dunton
BS_NICHOLSON_2,Robert Nicholson,,bookseller,1641,1689,Plomer (1668-1725); son of Anthony  Nicholson; refs: Nichols
BS_NICKS,John Nicks,,bookseller,1722,1722,Plomer (1668-1725)
BS_NISBETT,Henry Nisbett,,bookseller,1704,1706,Plomer (1668-1725)
BS_NORMAN,S. Norman,,bookseller,1682,1682,Plomer (1668-1725)
BS_NORMAN_2,Thomas Norman,Pope's  Head  in  Fleet  Street,bookseller,1679,1680,Plomer (1668-1725); refs: TC(1)
BS_NORRIS,J Ames Norris,King's  Arms,bookseller,1682,1694,Plomer (1668-1725)
BS_NORRIS_2,Thomas Norris,,bookseller,1695,1732,Plomer (1668-1725)
BS_NORTHCOT,Richard Northcot,next  Peter's  Alley  in  Cornhill ; and  at  the  Mariner  and  Anchor  upon  Fish  Street  HiU,bookseller,1677,1690,Plomer (1668-1725); refs: Dunton; TC(1)
BS_NOTT,William Nott,Queen's  Arms,bookseller,1641,1690,Plomer (1668-1725); refs: TC(1)
BS_NOWEL,N. Nowel,,bookseller,1681,1703,Plomer (1668-1725); refs: Dunton
BS_NUTT,Elizabeth Nutt,,printer,1720,1724,Plomer (1668-1725)
BS_NUTT_2,John Nutt,,bookseller,1688,1710,Plomer (1668-1725); succeeded by Elizabeth  Nutt; refs: Dunton; TC(1)
BS_NUTT_3,M. Nutt,,bookseller,1720,1720,Plomer (1668-1725)
BS_OAKES,Edward Oakes,,bookseller,1641,1675,Plomer (1668-1725)
BS_OGSTON,Alexander Ogston,,bookseller,1685,1688,Plomer (1668-1725)
BS_OLIVER,Elkabeth Oliver,,bookseller,1689,1704,Plomer (1668-1725)
BS_OLIVER_2,William Oliver,,bookseller,1641,1689,Plomer (1668-1725)
BS_ONLEY,William Onley,,bookseller,1697,1709,Plomer (1668-1725); refs: Dunton
BS_ORME,J Ames Orme,,printer,1692,1698,Plomer (1668-1725)
BS_ORME_2,John Orme,,bookbinder,1681,1681,Plomer (1668-1725)
BS_GRREL,Thomas Grrel,,bookseller,1678,1739,Plomer (1668-1725); refs: Nichols; TC(1)
BS_OSBORNE,Thomas Osborne,,bookseller,1702,1743,Plomer (1668-1725); succeeded by Thomas; refs: DNB
BS_OSWALD,Andrew Oswald,,bookseller,1686,1686,Plomer (1668-1725)
BS_OVERTON,Henry Overton,,bookseller,1707,1709,Plomer (1668-1725); son of John  Overton; refs: TC(1)
BS_OVERTON_2,John Overton,White  Horse without  Newgate,bookseller,1641,1707,Plomer (1668-1725)
BS_OVERTON_3,Philip Overton,,bookseller,1709,1709,Plomer (1668-1725); refs: TC(1)
BS_OWEN,John Owen,,bookseller,1701,1706,Plomer (1668-1725)
BS_OXLAD,Francis Oxlad,,bookseller,1641,1687,Plomer (1668-1725)
BS_PALMER,George Palmer,Black  Spread  Eagle,bookseller,1670,1670,Plomer (1668-1725); refs: TC(1)
BS_PALMER_2,R. Palmer,Crown,bookseller,1716,1716,Plomer (1668-1725)
BS_PALMER_3,Samuel Palmer,,bookseller,1685,1686,Plomer (1668-1725); refs: Dunton
BS_PALMER_4,Samuel Palmer,,printer,1700,1732,Plomer (1668-1725); refs: Nichols
BS_PARDOE,Mark Pardoe,,bookseller,1677,1682,Plomer (1668-1725); refs: TC(2)
BS_PARKER,Andrew Parker,,printer,1724,1724,Plomer (1668-1725); refs: Nichols
BS_PARKER_2,Edmund Parker,,bookseller,1704,1723,Plomer (1668-1725); refs: Nichols; TC(1)
BS_PARKER_3,Edward Parker,,printer,1723,1724,Plomer (1668-1725); refs: Nichols
BS_PARKER_4,G. Parker,,printer,1683,1683,Plomer (1668-1725)
BS_PARKER_5,Fetes Parker,Leg  and  Star,publisher,1641,1713,Plomer (1668-1725); refs: Dunton
BS_PARKHURST,I Bomas Parkhurst,Kbie  and  Three  Crowns  at  the  lower  end  of  Cbeapside,bookseller,1641,1711,Plomer (1668-1725); apprentice to John  Garke; refs: Dunton; TC(1)
BS_PARSHAM,Parsham,,bookseller,1704,1711,Plomer (1668-1725)
BS_PARTRIDGE,James Partridge,,bookseller,1683,1694,Plomer (1668-1725); refs: TC(1)
BS_PASHAM,J Ames Pasham,Stationers'  Arms  and  Ink  Bottle,bookseller,1669,1721,Plomer (1668-1725)
BS_PASSINGER,Sarah Passinger,Three  Bibles  on  London  Bridge,bookseller,1689,1692,Plomer (1668-1725); widow of Thomas  Passinger
BS_PASSINGER_2,Thomas Passinger,Three  Bibles  and Star,bookseller,1692,1692,Plomer (1668-1725); nephew of Thomas  Passinger
BS_PAVVLETT,E. Pavvlett,Bible  in  Chancery  Lane,bookseller,1692,1692,Plomer (1668-1725); widow of George  Pawlett; refs: TC(1)
BS_PAWLETT,Edward Pawlett,,bookseller,1686,1686,Plomer (1668-1725); refs: Timperley
BS_PAWLETT_2,George Pawlett,Bible  in  Chancery  Lane,bookseller,1641,1690,Plomer (1668-1725); son of Robert  Pawlett
BS_PEACOCK,John Peacock,,bookseller,1681,1681,Plomer (1668-1725)
BS_PEARSE,Francis Pearse,,bookseller,1685,1685,Plomer (1668-1725)
BS_PEARSON,William Pearson,,bookseller,1700,1723,Plomer (1668-1725)
BS_PEELE,John Peele,Locke's  Head  in  Paternoster  Row,bookseller,1692,1771,Plomer (1668-1725); refs: Nichols
BS_PENNOCK,Pennock,,printer,1709,1709,Plomer (1668-1725)
BS_PERO,John Pero,,bookseller,1694,1703,Plomer (1668-1725); refs: Dunton; TC(1)
BS_PETERS,Francis Peters,,bookseller,1681,1681,Plomer (1668-1725)
BS_PEYTE,Peyte,,printer,1717,1717,Plomer (1668-1725)
BS_PHILLIPS,Joshua Phillips,Seven  Stars,bookseller,1680,1709,Plomer (1668-1725); refs: TC(2)
BS_PICARD,Benjamin Picard,Three  Bibles  in  the  Minories,bookseller,1711,1711,Plomer (1668-1725)
BS_PICKARD,Pickard,,printer,1724,1724,Plomer (1668-1725)
BS_PIERCE,Thomas Pierce,,bookseller,1676,1676,Plomer (1668-1725)
BS_PIKE,John Pike,,bookseller,1675,1694,Plomer (1668-1725)
BS_PITT,Moses Pitt,,bookseller,1654,1696,Plomer (1668-1725); apprentice to Robert  Littlebury; son of John  Pitt
BS_PLAYFORD,E. Playford,,bookseller,1685,1685,Plomer (1668-1725); refs: TC(1)
BS_PLAYFORD_2,John Playford,,printer,1641,1686,Plomer (1668-1725); son of Matthew  Playford; nephew of John Playford; widow of William  Godbid
BS_PONDER,Nathaniel Ponder,Peacock  in  Chancery  Lane ; (2)  Peacock,bookseller,1656,1714,Plomer (1668-1725); apprentice to Robert  Gibbs; son of John  Ponder; refs: TC(1)
BS_POOLE,Edward Poole,Ship,bookseller,1670,1702,Plomer (1668-1725); refs: Dunton; TC(1)
BS_POOLE_2,Joseph Poole,,bookseller,1682,1682,Plomer (1668-1725)
BS_POPPING,Sarah Popping,,bookseller,1711,1723,Plomer (1668-1725); refs: Nichols; Dunton
BS_POWELL,Edmund Powell,,bookseller,1708,1711,Plomer (1668-1725); refs: TC(1)
BS_POWELL_2,Edward Powell,,bookbinder,1698,1698,Plomer (1668-1725)
BS_POWELL_3,G. Powell,,bookseller,1685,1686,Plomer (1668-1725); refs: Dunton; TC(2)
BS_POWELL_4,William Powell,,bookseller,1686,1686,Plomer (1668-1725)
BS_POWNEY,Robert Powney,Ship  and  Star,stationer,1705,1705,Plomer (1668-1725)
BS_PRICE,C Price,,bookseller,1706,1706,Plomer (1668-1725); refs: TC(1)
BS_PRICE_2,Thomas Price,Golden  Lion,bookseller,1669,1698,Plomer (1668-1725); refs: DNB
BS_PROCTER,William Procter,,stationer,1704,1705,Plomer (1668-1725); refs: Dunton; TC(1)
BS_PROSSER,Enoch Prosser,Rose  and  Crown  (a)  in  Swithins Alley,bookseller,1681,1681,Plomer (1668-1725); refs: TC(1)
BS_PRYKE,Robert Pryke,,bookseller,1681,1685,Plomer (1668-1725)
BS_PULLEYN,Octavian Pulleyn,King's  Head  in  Little Britain,printer,1641,1677,Plomer (1668-1725)
BS_PYMAN,J Ames Pyman,,stationer,1692,1692,Plomer (1668-1725)
BS_RAINY,Thomas Rainy,,bookseller,1693,1693,Plomer (1668-1725)
BS_RANEW,Nathaniel Ranew,Angel,bookseller,1641,1694,Plomer (1668-1725); refs: TC(1)
BS_RAVEN,Joseph Raven,,bookseller,1700,1700,Plomer (1668-1725)
BS_RAVENSHAW,Samuel Ravenshaw,,bookseller,1674,1692,Plomer (1668-1725); refs: Dunton; TC(1)
BS_RAWLINS,William Rawlins,,printer,1674,1703,Plomer (1668-1725); refs: TC(1)
BS_RAWSON,Rawson,,stationer,1694,1694,Plomer (1668-1725)
BS_READ,E. Read,,bookseller,1707,1707,Plomer (1668-1725); refs: TC(1)
BS_READ_2,J. Read,,printer,1709,1724,Plomer (1668-1725)
BS_READ_3,R. Read,,bookseller,1682,1682,Plomer (1668-1725)
BS_REDDISH,W. Reddish,,bookseller,1641,1697,Plomer (1668-1725); refs: TC(1)
BS_REDMAYNE,Samuel Redmayne,,printer,1722,1724,Plomer (1668-1725); son of William  Redmayne; refs: Nichols
BS_REDMAYNE_2,William Redmayne,,bookseller,1674,1674,Plomer (1668-1725); refs: Nichols
BS_REYNOLDS,Rowland Reynolds,King's  Arms,bookseller,1641,1691,Plomer (1668-1725); refs: TC(1)
BS_RHAMES,Aaron Rhames,next  door  to  the  Swan  Tavern,bookseller,1642,1734,Plomer (1668-1725); son of Matthew  Rhodes; refs: Nichols
BS_RIBOTEAU,H. Riboteau,Crown,bookseller,1682,1702,Plomer (1668-1725)
BS_RICHARDSON,Edmond Richardson,,bookseller,1680,1703,Plomer (1668-1725); refs: Dunton; TC(1)
BS_RICHARDSON_2,John Richardson,near  the  Mitre  Tavern,printer,1675,1703,Plomer (1668-1725); refs: Dunton
BS_RICHARDSON_3,W. Richardson,,printer,1701,1701,Plomer (1668-1725)
BS_RILEY,Welliam Riley,next  door  to  the  Queen's  Head,bookseller,1670,1670,Plomer (1668-1725); refs: TC(1)
BS_RIVINGTON_2,Charles Rivington,Bible  and  Crown,bookseller,1688,1742,Plomer (1668-1725); son of Thurston  Rivington; refs: DNB; TC(1)
BS_ROBERTS,J Ames Roberts,,bookseller,1706,1754,Plomer (1668-1725); refs: Nichols; TC(1)
BS_ROBERTS_2,R. Roberts,,bookseller,1679,1703,Plomer (1668-1725); refs: Dunton; TC(1)
BS_ROBINSON,Jonathan Robinson,King's  Arms,bookseller,1667,1713,Plomer (1668-1725)
BS_ROBINSON_2,Josiah Robinson,,bookseller,1672,1672,Plomer (1668-1725); refs: TC(1)
BS_ROBINSON_3,Ranew Robinson,,bookseller,1713,1713,Plomer (1668-1725); son of Jonathan  Robinson; widow of Nathaniel  Ranew
BS_ROBINSON_4,Robert Robinson,,bookseller,1672,1682,Plomer (1668-1725); refs: Timperley
BS_ROE,Jeremiah Roe,,bookseller,1725,1725,Plomer (1668-1725)
BS_ROGERS,Henry Rogers,Bible,bookseller,1678,1678,Plomer (1668-1725)
BS_ROGERS_2,John Rogers,,bookseller,1708,1713,Plomer (1668-1725); son of Gabriel  Rogers
BS_ROGERS_3,Wn-Li Am Rogers,Sun,bookseller,1678,1711,Plomer (1668-1725); refs: Dunton
BS_ROLLS,Nathaniel Rolls,,bookseller,1641,1696,Plomer (1668-1725); refs: TC(1)
BS_ROPER,Abel Roper,Mitre,bookseller,1688,1726,Plomer (1668-1725); nephew of Abel  Roper; succeeded by Roper; refs: Nichols; Dunton
BS_ROUND,J Ames Round,Seneca's  Head,bookseller,1702,1745,Plomer (1668-1725)
BS_RUMBALL,E. Rumball,,bookseller,1679,1701,Plomer (1668-1725); refs: TC(1)
BS_SACKFIELD,John Sackfield,,bookseller,1717,1717,Plomer (1668-1725)
BS_SADLER,Theodore Sadler,,bookseller,1641,1669,Plomer (1668-1725)
BS_SALUSBURY,John Salusbury,Rising  Sun,bookseller,1685,1698,Plomer (1668-1725); refs: Dunton; TC(1)
BS_SALUSBURY_2,T. Salusbury,King's  Arms,bookseller,1685,1694,Plomer (1668-1725); refs: TC(1)
BS_SAMPSON,Jacob Sampson,,bookseller,1679,1680,Plomer (1668-1725); refs: Dunton; TC(1)
BS_SANDERS,Richard Sanders,,bookseller,1681,1681,Plomer (1668-1725)
BS_SANGER,Egbert Sanger,,bookseller,1707,1707,Plomer (1668-1725)
BS_SARE,Richard Sare,,bookseller,1684,1723,Plomer (1668-1725); refs: Nichols
